"Codigo interno";"Código FONASA";"CONSULTAS Y ATENCION MEDICA";valor
4668;602002;"Intervención de terapia ocupacional en ayudas técnicas y tecnología asistida";45550
3592;602003;"Intervención terapia ocupacional en actividades de la vida diaria, básicas, instrumentales y avanzad";41670
6683;608101;"Telerehabilitación: Evaluación Kinesiológica Integral";3080
7828;608102;"Telerehabilitación: Atención Kinesiológica Integral";66640
2814;608201;"Telerehabilitación: Atención integral de terapia ocupacional";58940
8891;608202;"Telerehabilitación: Intervención de terapia ocupacional en ayudas técnicas y tecnología asistida";61920
5176;608203;"Telerehabilitación: Intervención terapia ocupacional en actividades de la vida diaria, básicas, inst";27580
5984;702101;"Producción de glóbulo rojo";63920
1635;702102;"Producción de concentrado de plaquetas estándar";61500
7994;702103;"Producción de plasma o crioprecipitado";17310
7652;702104;"Producción de concentrado de plaquetas por aféresis automática";3321540
2989;702105;"Producción de concentrado de glóbulos rojos por aféresis automática";2583420
5777;702106;"Producción de concentrado de leucocitos por aféresis automática";369060
9290;702107;"Producción de concentrado de plasma por aféresis automática";2583420
5493;702108;"Producción de células progenitoras hematopoyética por aféresis automática a partir de sangre perifér";6560480
3796;702109;"Irradiación de componente sanguíneo por unidad";38900
6556;702110;"Filtración de glóbulos rojos o plaquetas (incluye filtro Recién Nacido y pool de plaquetas)";212900
5848;702201;"Calificación microbiológica por donante estudiado, componente sanguíneo producido o producto de afér";227920
1548;702202;"Calificación inmunohematológica por donante estudiado, componente sanguíneo producido o producto de ";164200
2757;702203;"Prueba de compatibilidad por unidad de glóbulos rojos estudiada (proc. aut.)";10590
5388;702204;"Fenotipificación otros antígenos de grupos sanguíneos por unidad de glóbulos rojos producido";63400
5441;702205;"Titulación de anticuerpos irregulares eritrocitarios";127280
6605;702206;"Genotipificación D variante (incluye D parcial y débil)";613320
4549;702207;"Detección de anticuerpos irregulares eritrocitarios";32320
2636;702208;"Grupos menores. Tipificación o detección de otros antígenos de sistemas sanguíneos (Kell, Duffy, Kid";43100
3898;702209;"Subgrupo ABO";21550
4080;702301;"Transfusión en adulto por unidad o subunidad de glóbulos rojos o unidad / subunidad o pool de: plasm";78610
6102;702302;"Transfusión en niño por unidad o subunidad de glóbulos rojos, o unidad/subunidad o pool de: plasma, ";13070
6325;702303;"Transfusión por unidad de glóbulos rojos, o unidad o pool de: plasma, plaquetas o crioprecipitados, ";19240
2948;702305;"Recambio plasmático por aféresis terapéutica";2658110
3337;702306;"Depleción leucocitaria por aféresis terapéutica";3417570
8766;702308;"Eritroféresis por aféresis terapéutica";2658110
2774;702309;"Fotoféresis terapéutica";10895290
5921;704018;"Parche de 5x10 cm (50 cm2 c/u) Piel de Donante";369040
9008;704019;"Parche de 10x10 cm (100 cm2 c/u) Piel Donante";3051000
6811;704020;"Parche de 10x10 cm (100 cm2 c/u) Amnios";527480
8223;704021;"Parche de 5x10 cm (50 cm2 c/u) Amnios";632790
7059;704022;"Parche de 5x5 cm (25 cm2 c/u) Amnios";140680
2620;704023;"Parche de 2x2 cm (4 cm2 c/u) Amnios";29300
2346;704024;"Cubo de Tejido óseo (Liofilizado/congelado), c/u";323200
5632;704026;"Tablilla de Tejido óseo (Liofilizado/congelado), c/u";620370
5129;704028;"Microfragmentado o granulado (1 gr) de Tejido óseo (Liofilizado)";1173160
3413;704029;"Fragmento de hueso largo ( o de soporte), c/u";657360
3202;704031;"Procuramiento y Procesamiento de Homoinjertos Segmentos Vasculares. Por segmento";221260
9093;704032;"Córnea de Donante";7347200
3165;801001;"Citodiagnóstico corriente, exfoliativa (Papanicolau) (por cada placa)";41880
4149;801002;"Citología no ginecológica (por cada placa o frasco) (máximo 6)";62220
3289;801003;"Estudio histopatológico con microscopia electrónica (por cada grilla)";228270
4678;801004;"Estudio histopatológico con técnicas de inmunohistoquímica o inmunofluorescencia (por cada anticuerp";84810
2150;801005;"Estudio histopatológico con técnicas histoquímicas, niveles, decalcificación (por cada lámina)";127500
5277;801006;"Consulta intraoperatoria (por cada muestra / tejido o asistencia a pabellón) (no incluye biopsia dif";169620
9026;801007;"Estudio histopatológico con tinción corriente de biopsia diferida con estudio seriado (mínimo 10 mue";197890
6816;801008;"Estudio histopatológico de biopsia diferida (por cada muestra y/o tejido) (incluye hasta 3 láminas)";42720
3537;801009;"Necropsia de adulto o niño, con estudio histopatológico corriente";310920
8219;801010;"Necropsia de feto o recién nacido, con estudio histopatológico corriente";621300
9148;801011;"PCR tiempo real para marcadores tumorales en cortes histológicos (incluye microdisección y extracció";3347260
3419;801012;"Técnica inmunohistoquimica para marcadores tumorales (ALK-PDL1-ROS1) c/u";875100
2419;801013;"Hibridación in situ en corte de tejido en parafina, búsqueda de alteraciones";840000
5925;801014;"PCR Virus Papiloma Humano más genotipificación de papiloma de alto riesgo de Cáncer Cérvico Uterino ";215300
4342;903001;"Consulta de psiquiatría";80720
2520;903002;"Consulta o control por psicólogo clínico";39600
2486;903003;"Consulta de salud mental por otros profesionales";11880
4344;903004;"Intervención psicosocial grupal (4 a 8 pacientes, familiares o cuidadores)";157200
1914;903005;"Psicoterapia de grupo (por psicólogo o psiquiatra) (4 a 8 pacientes)";18410
3689;903006;"Consultoría de salud mental por psiquiatra (sesión 4 hrs.) (mínimo 8 pacientes)";83580
1560;903008;"Programa de rehabilitación tipo 2 (mensual, grupo 5 a 7 pers.)";3416960
3005;908101;"Telerehabilitación: Psicólogo clínico (sesiones 45')";96600
8690;908102;"Telerehabilitación: Psicoterapia Individual";150700
9586;908103;"Telerehabilitación: Sesión de psicoterapia de pareja (con ambos miembros)";73750
8092;1101004;"E.E.G. de 16 o más canales (incluye el cód. 11-01-006)";166800
6939;1101113;"Angiografía cerebral digital por cateterización (incluye proc. radiológico, medio de contraste e ins";565430
4555;1101140;"Esclerosis Múltiple Remitente Recurrente, Tratamiento médico farmacológico Anual (incluye inmunomodu";76148340
4558;1101141;"Esclerosis Múltiple Remitente Recurrente, Tratamiento rehabilitación";2606320
2053;1101142;"Esclerosis Múltiple Remitente Recurrente, Tratamiento Brote";11884800
5717;1101001-1;"Rellenado de bombas de administración de fármacos en LCR";79740
5874;1101002-4;"Punción Subdural";113040
2941;1101003-4;"Punción Lumbar c/s manometría c/s Queckensted";88400
3084;1101047;"Cateterismo selectivo de senos petrosos";53160
1380;1101048;"Neuromonitoreo intraoperatorio";99840
2191;1101005;Electrocorticografía;55180
4315;1101007;"Estéreo-electroencefalografía (incluye uno o mas electrodos adicionales)";74300
1413;1101008;"Monitoreo EEG invasivo con electrodos subdurales";33520
4839;1101040;"E.E.G. en vigilia, sueño y post-privación de sueño. Equipo de 8 canales";197750
6387;1101041;"EEG en vigilia, sueño y post-privación de sueño. Equipo de 16 o mas canales";118120
5080;1101042;"EEG digital 20 canales (con activaciones HV y FE) estándar o post privación de sueño de 20 a 30 minu";50940
2114;1101046;"Electroencefalograma digital de 32 canales con mapeo (mapping), análisis estadístico de frecuencias ";165400
6647;1101044;"Monitoreo E.E.G. continuo de 24 hrs.";447570
1373;1101050;"Polisomnografía basal hospitalizado";420570
3907;1101051;"Polisomnografía noche dividida";1056930
7088;1101052;"Polisomnografía basal ambulatoria o domiciliaria";1123440
3634;1101053;"Polisomnografía con titulación de CPAP y/o VMNI noche completa";646280
2949;1101009;"Electromiografía de fibra única";250500
4923;1101010;"Electromiografías cualquier región, por ej.: músculos faciales, faringe, paravertebrales, vejiga y p";61360
8535;1101011;"Potenciales evocados en corteza ( por ej.: auditivo, ocular o corporales), c/u";64960
4070;1101012;"Velocidad de conducción nerviosa (incluye reflejo H, onda F y otros)";50240
4718;1101013;"Carótida-vertebral por cateterización de la subclavia, axilar, humeral o femoral.";97740
6086;1101026-3;"Bloqueo nervio periférico en punto motor";26560
8381;1101027-3;"Bloqueo nervio troncular";17640
6250;1101029;"Infiltración o bloqueo del ganglio estrellado";55980
5651;1101030;"Infiltración o bloqueo epidural, cervical, lumbar o similares, cada sesión";42180
6209;1101031-3;"Infiltración o bloqueo intercostales (cualquier número)";13280
8673;1101032;"Rizotomía química por medio de inyección intratecal";26530
2363;1101033-3;"Infiltración o bloqueo suboccipital u otros nervios cervicales";18660
2695;1101034-3;"Alcoholización o fenolización de nervios periféricos: intramuscular";116010
2021;1101035-3;"Alcoholización o fenolización de nervios periféricos: intratecal";200430
9121;1101036-3;"Alcoholización o fenolización de nervios periféricos: troncular";126980
8342;1103001-7;"Malformaciones vasculares del cuero cabelludo incluye aneurisma cirsoideo";1263720
4735;1103002-7;"Sinus pericrani, trat. quir.";1474340
2449;1103004-10;"Craneoplastía con autoinjerto";4032640
2399;1103006-10;"Tumores de calota, extirp. de";1721580
1288;1103007-9;"Osteomielitis, limpieza quirúrgica";789570
4196;1103008-9;"Craniectomías descompresivas";3229200
1507;1103009-9;"Reparación de fractura crecedora";2214250
5524;1103010-9;"Craneotomías lineales";2630950
3385;1103011-12;"Craniectomías c/s remodelación ósea";6463120
3993;1103012-14;"Honorarios del 1er. cirujano responsable y sus ayudantes";3476240
7800;1103013;"Honorarios c/u de los otros 1ros. cirujanos y ayudantes";3122400
3798;1103071-10;"Retiro de material de osteosíntesis o distractores en cirugía de craneosinostosis";575360
8711;1103014-10;"Hematoma o absceso extradural, vaciamiento de";2457300
1908;1103015-10;"Reparación de fístula de LCR";3293100
8318;1103017-12;"Quistes aracnoidales encefálicos, trat. quir. (suprasellares, temporales, cerebelosos, etc.)";4955670
6161;1103018-9;"Ventriculostomía o instalación de derivativa ventricular externa o instalación de captor para medici";526380
9653;1103020-9;"Tratamiento quirúrgico del traumatismo craneoencefálico abierto o penetrante (herida a bala u otro e";2171750
9502;1103021-10;"Hundimiento expuesto, repar. de";3119400
7481;1103022-12;"Lobectomías por contusión cerebral";2453760
3846;1103023-12;"Hematoma intracerebral, vaciamiento de";2894850
3765;1103024-12;"De base de cráneo, resección de tumores y/o quistes y/o cavernoma";4748680
2226;1103025-12;"Intraorbitarios, resección de tumores y/o quistes y/o cavernoma";7123020
7494;1103026-12;"Encefálicos y de hipófisis, resección de tumores y/o quistes y/o cavernoma";5935850
6800;1103028-10;"Fístula carótido cavernosa tratamiento endovascular";4081050
3780;1103029-12;"Fístula carótido cavernosa, trat. quir.";3084500
5522;1103030-10;"Revascularización intracraneana indirecta (endodurosinangiosis, multitrepanación, emás, etc)";491460
5528;1103031-13;"Anastomosis y revascularización cerebral extra-intracraneana (cirugía de carótida: ver Cirugía Vascu";9209700
7457;1103032-11;"Instalación de derivativas de LCR (no incluye valor de la válvula)";3661290
1671;1103132-11;"Instalación de derivativas de LCR (incluye valor de la válvula)";3935560
3715;1103033-7;"Revisión o exteriorización de derivativa";1477070
2630;1103034-10;Ventriculocisternostomía;3048880
3461;1103035-12;"Fenestración, septostomía o coagulación plexos coroídeos (trat. endoscópico)";1792000
6486;1103036-12;"Cirugía descompresiva de fosa posterior u occipito-vertebral en Malformación de Chiari y/o siringomi";3102050
2132;1103037-12;"Meningo y meningoencefalocele occipital, repar. de";8714800
7812;1103038-12;"Cirugía descompresiva neurovascular";2779480
7971;1103039-7;Neurotomías;1253400
4949;1103040-7;"Neurolisis o microcompresión percutánea";1220680
1970;1103041-12;"Cirugía de la epilepsia (cualquier técnica)";620410
8510;1103042-12;"Biopsia estereotáxica cerebral con marco de estereotaxia o neuronavegador";2026710
5348;1103043-12;"Termocoagulación de zonas cerebrales con radiofrecuencia o ultrasonido focalizado con técnica estere";5634230
1551;1103045-12;"Implantación de estimuladores intracraneanos";4101020
1686;1103076-10;"Guía estereotáxica para realización de cirugía o procedimiento neuroquirúrgico intracranéano";2033700
3878;1103046-11;"Instalación de estimuladores medulares";2461560
7799;1103047-12;"Disrafias espinales: meningocele, mielomeningocele, diastematomielia, lipoma, lipomeningocele, médul";3485920
6149;1103048-7;"Infiltración facetaria columna y radicular";1253400
4985;1103049-11;"Hernia núcleo pulposo, estenorraquis, aracnoiditis, fibrosis perirradicular cervical, dorsal o lumba";5243350
2714;1103050-11;"Laminectomía descompresiva";1727310
7224;1103069-11;"Fijación de columna (cervical-dorsal-lumbar) cualquier vía abordaje, c/s osteosíntesis.";2266080
3178;1103051-9;"Heridas raquimedulares, trat. quir.";1341090
6256;1103052-10;"Tratamiento quirúrgico de tumor espinal extradural";1474380
4846;1103053-12;"Extirpación de tumor o quiste medular o intrarraquídeo";632730
9421;1103054-12;"Malformación arteriovenosa o fístula dural medular, trat. quir.";1436460
7172;1103055-7;"Cordotomía percutánea";1270360
3138;1103056-9;"Mielotomía, DREZtomía";5228700
8526;1103057-8;"Rizotomía (cualquier técnica)";3283920
2441;1103072-12;"Denervación facetaria o ramo medial columna";3429840
3330;1103073-8;"Artroplastia de columna";4346600
6831;1103074-12;"Aseo quirúrgico de columna vertebral";3747590
5531;1103075-10;"Laminoplastía cervical";2477600
2898;1103079-10;"Cementación vertebral cervical, dorsal o lumbar mas de 3 niveles";2228640
2984;1103080-10;"Fusión intersomatica cervical";3244880
4527;1103081-10;"Fusión intersomática dorsal y lumbar corta";6850240
5074;1103082-8;"Fusión intersomática dorsal y lumbar larga";3605360
7913;1103058-7;"Tumor de nervio periférico, extirp. de";873320
3226;1103059-10;"Reparación de plexos c/s neurotización con técnica microquirúrgica o injertos interfasciculares";1805130
3036;1103060-10;"Sección de nervio, reparación con injerto";374180
2777;1103068-7;"Neurectomía, cualquier localización, cada zona quirúrgica";205270
6316;1103062-10;"Neurolisis con técnica microquirúrgica";2619260
9737;1103063-6;"Neurolisis externa";806920
8697;1103064-8;"Síndrome del escaleno, trat. quir.";847890
4809;1103065-8;"Síndrome de costilla cervical, trat. quir.";2486160
4914;1103067-7;"Liberación de nervio cubital a nivel del codo, cualquier técnica";243120
1637;1103070-10;"Biopsia de nervio periférico";2122000
2404;1103077-10;"Neurotomía periférica selectiva para tratamiento de espasticidad";868590
3338;1103083-4;"Liberación quirúrgica de nervio periférico en el Síndrome del Túnel Carpiano téc. WALANT (anestesia ";1528310
1394;1201044;"Tomografía coherencia óptica, c/ ojo";232440
4043;1201001;"Campimetría de proyección, unilateral (proc.aut.)";48160
4813;1201042;"Campimetría computarizada, unilateral";170500
3486;1201003;"Cuantificación de lagrimación (test de Schirmer), uni o bilateral";20250
7627;1201004;"Curva de tensión aplanática (por cada día), unilateral";28050
6214;1201005;"Diploscopia cuantitativa, bilateral";32700
9452;1201006;"Electromiografía músculos oculares adultos, unilateral";44520
5978;1201008;"Electrooculografía, bilateral";22220
4420;1201009;"Exploración sensoriomotora: estrabismo, estudio completo, bilateral";64900
9839;1201010;"Perimetría de Goldman o perimetría cinética, unilateral";66660
4377;1201011;"Pruebas de provocación para glaucoma (prueba de oscuridad u otras), uni o bilateral";69700
2734;1201012;"Retinografía, bilateral";66800
7470;1201014;"Tonometría aplanática unilateral";3780
8967;1201015;"Tratamiento ortóptico y/o pleóptico (por sesión), bilateral";16800
8858;1201027;"Examen Optométrico c/s Prescripción de Lentes";62600
7482;1201016-2;"Angiografía de retina o de iris, (con fluoresceína o sim.), unilateral";72950
5471;1201017-2;"Angioscopia retinal y/o iris (con fluoresceína o similar), unilateral (proc.aut.)";36800
6907;1201018-2;"Electrorretinografía, unilateral";68040
1264;1201020-1;"Ecobiometría con cálculo de lente intraocular, bilateral";209610
6895;1201023;"Potencial visual evocado en adultos, bilateral";29680
8000;1201024;"Potencial visual evocado en niños, bilateral";67040
8662;1201043;"Topografía corneal computarizada, unilateral";165540
3186;1201029-2;"Cuerpo extraño conjuntival y/o corneal en adultos";17640
4548;1201030-3;"Cuerpo extraño conjuntival y/o corneal en niños";13280
5885;1201031-3;"Vía lagrimal, cateterismo o sondaje en adultos";66400
1411;1201032;"Vía lagrimal, cateterismo o sondaje en lactantes";132420
9107;1201034-2;"Tocación corneal c/yodo y/o éter u otros, en niños o adultos";63200
3973;1201035-2;"Criocoagulación conjuntival, corneal o palpebral en adultos";53120
6105;1201036-2;"Criocoagulación conjuntival, corneal o palpebral en niños";73700
7263;1201039-3;"Pestañas, extirp. por electrocoagulación (cualquier número)";103180
8584;1201040-3;"Puntos lagrimales; electrotermocoagulación";13280
2865;1201041-3;"Sondaje vía lagrimal en niños (bajo anestesia general)";594060
6788;1201045;Paquimetría;167580
3823;1202001-2;"Intubación vía lagrimal";464600
8123;1202002-4;"Puntos lagrimales, plastía de";248520
1642;1202003-4;"Reconstitución de canalículos";482450
1513;1202004-2;"Absceso, vaciamiento y/o drenaje de saco y/o glándula lagrimal";175280
4213;1202005-4;Dacriocistorrinostomía;1022960
5072;1202008-6;"Extirpación total o parcial de la glándula lagrimal";902200
7832;1202009-6;"Tumor maligno del saco, trat. quir. completo";874380
2470;1202010-2;"Absceso, trat. quir. párpado o ceja";175280
6853;1202011-3;"Biopsia de párpado y/o anexos (proc. aut.)";211400
3894;1202012-3;"Blefarochalasis, plastía de";339060
5033;1202013-5;"Blefarofimosis, plastía de";1044450
6540;1202014-3;"Blefarorrafia con blefarotomía posterior";310590
4614;1202015-3;Cantoplastía;454700
3563;1202016-3;"Chalazión y otros tumores benignos (uno o más, unilateral), trat. quir. completo";261520
7178;1202017-5;"Coloboma, plastía de";609400
8981;1202018-4;"Ectropión, plastía de";147320
2909;1202021-5;"Ptosis, trat. quir.";234760
5455;1202022-3;"Quiste dermoide de la cola de la ceja, resec. plástica";114570
6164;1202023-5;"Tumor maligno de párpado o ceja, trat. quir. completo";625680
3124;1202024-3;"Xantelasma, trat. quir.";281340
8929;1202071-3;"Herida o dehiscencia de sutura de párpado, reparación";352640
9334;1202080-6;"Tratamiento quirúrgico ptosis de la ceja";413220
7809;1202025-4;"Herida o dehiscencia de la conjuntiva, sutura de (proc. aut.)";63380
8146;1202026-4;"Pterigión y/o pseudopterigión o su recidiva, extirpación";436800
3233;1202027-5;"Simbléfaron, resección de adherencias y plastía de";430020
3083;1202028-4;"Extirpación de tumor benigno de la conjuntiva";309680
9056;1202029-4;"Absceso orbitario, trat. quir.";421900
4610;1202031-8;"Cuerpo extraño orbitario (con orbitotomía)";1257660
1977;1202033-6;"Orbitotomía anterior";634620
6073;1202034-5;"Orbitotomía lateral descompresiva";935410
9292;1202072-6;"**Reconstrucción de paredes orbitarias";997840
5425;1202035-5;"Biopsia de globo ocular (proc. aut.)";202800
9332;1202036-7;"Enucleación o implante de prótesis ocular (proc. aut.)";1102710
1817;1202037-8;"Enucleación con implante";1709440
7205;1202038-7;"Tratamiento quirúrgico completo del estrabismo unilateral o bilateral";441500
3964;1202039-7;"Exanteración ocular (proc. aut.)";1102710
8871;1202040-5;"Sutura de lesión traumática de globo o musculos oculares (proc. aut.)";645040
4228;1202081-8;"Evisceración del globo ocular";2718380
4974;1202041-5;"Cirugía refractiva, queratotomía radial o similar con bisturí de diamante";229460
9810;1202042-3;"Crioterapia y recesión conjuntival";297360
2686;1202044-4;"Extracción quir. de cuerpo extraño en cornea y/o esclera";327800
9043;1202045-9;"Glaucoma, trat. quir. por cualquier técnica";2334000
9616;1202046-5;"Herida corneal o corneo-escleral o dehiscencia de sutura";1189900
7881;1202047-6;"Queratectomía laminar";774180
6448;1202048-8;"Queratoplastía. Injerto lamelar o penetrante trat. quir. Completo";1895250
8397;1202049-9;"Queratoprótesis, implantación de (no incluye el valor de la prótesis)";1865340
8034;1202050-6;"Recubrimiento conjuntival";287400
7493;1202051-6;"Rehabilitación superficie ocular (con injerto de mucosa)";431100
3018;1202070-6;"Sinequiotomía (proc. aut.)";247380
3016;1202073-10;"Operación triple (injerto, facoéresis e implante de lente intraocular) (no incluye valor de la próte";891180
5015;1202173-10;"Operación triple (injerto, facoéresis e implante de lente intraocular) (incluye valor de la prótesis";1821060
2377;1202083-8;"Tratamiento Trasplante de Córnea";1332250
4479;1202053-5;"Iridectomía periférica y/u óptica, (proc. aut.)";938520
9174;1202054-7;"Tratamiento quirúrgico de lesión tumoral del iris o cuerpo ciliar";755800
1487;1202074-7;"Hernia de iris y/o fístulas, reparación de";128130
9640;1202055-4;"Desgarro con o sin desprendimiento, diatermo y/o crio y/o fotocoagulación (incluye endofotocoagulaci";1143200
5711;1202056-8;"Desprendimiento retinal, cirugía convencional (exoimplantes)";2308770
8456;1202058-4;"Tumor retinal o coroidal, diatermo y/o crio y/o fotocoagulación de";625680
6206;1202059-4;"Vasculopatía retinal (excepto retinopatía proliferativa) diatermo y/o crio y/o fotocoagulación ( inc";706000
4873;1202060-8;"Vitrectomía c/retinotomía (c/s inyección de gas o silicona)";3410880
5370;1202061-8;"Vitrectomía con inyección de gas o silicona";1907550
2502;1202062-8;"Vitrectomía con vitreófago (proc. aut)";509040
9604;1202075-7;"Retinopexia neumática";206510
6601;1202077-6;"Desprendimiento coroídeo o hemorragia coroídea, trat. quir.";1083900
5497;1202063-7;#NAME?;1194720
5102;1202064-8;#NAME?;2447240
6658;1202164-10;#NAME?;1546460
1945;1202065-10;"Implante secundario de lente intraocular";1770200
2698;1202066-5;"Aspiración esferular c/s capsulotomía";900180
5698;1202076-8;"Extracción o corrección de desplazamiento de lente intraocular";1068400
8689;1202079-8;Facoemulsificación;5770710
5788;1202057-4;"Retinopatía proliferativa, (diabética, hipertensiva, eales y otras) panfotocoagulación trat. complet";1602000
1375;1202067-4;"Discisión de cápsula posterior";1568770
6116;1202068-4;Iridotomía;896440
6902;1202069-4;"Trabeculoplastía o iridoplastía";224110
1770;1202078-5;"Cirugía fotorrefractiva o fototerapéutica de córnea, cualquier técnica";410720
2670;1301001;Electrogustometría;12600
9244;1301047-1;"Nasofibroscopía de la deglución";88980
5056;1301003-4;Nasofaringolaringofibroscopia;16760
3296;1301006;"Laringoscopia y/o traqueoscopia directa c/s toma de muestra, c/s biopsia. Con microscopio";104350
3072;1301007;"Laringoscopia y/o traqueoscopia directa c/s toma de muestra, c/s biopsia. Sin microscopio";141840
8233;1301021;"Audiometría adultos";33400
4999;1301008;"Audiometría niños";68390
9101;1301009;Impedanciometría;62200
4023;1301011;"Potenciales evocados auditivos de tronco cerebral clínicos";78950
4095;1301012;"Cócleovestibular con electronistagmografía";50280
8578;1301015;"Electronistagmografía o Videoelectronistagmografía c/s nistag.de posición";24080
7715;1301016;"Función tubaria";12600
7980;1301017;"Prueba calórica o prueba calórica mínima (proc.aut.)";4200
4447;1301019;"Test de glicerol (con 3 audiometrías)";150840
3033;1301020;"Examen funcional de VIII par";111180
3808;1301052;"Potenciales electromiogénicos vestibulares cervicales u oculares";117950
7137;1301048;"Prueba de impulso cefálico con videooculografía o similar (VHIT)";48160
5443;1301049;"Pruebas rotatorias";86880
3412;1301050;"Audiometría campo libre. Niños y adultos";65750
1912;1301024;"Senos perinasales, punción evacuadora c/s toma de muestras, c/s inyección de medicamentos; cada punc";6600
5850;1301025-2;"**Taponamiento nasal anterior (proc. aut.)";9100
7262;1301028-1;"Cauterización uni o bilateral de vasos en fosa nasal anterior";106240
1857;1301029-2;"Cuerpo extraño en fosas nasales, extracción de: - En adultos";31600
6625;1301030-2;"Cuerpo extraño en fosas nasales, extracción de: - En niños";14060
8229;1301035-3;"Cuerpo extraño en laringe y/o tráquea, extracción de (incluye la endoscopia con tubo rígido) - En ad";77010
5087;1301036-3;"Cuerpo extraño en laringe y/o tráquea, extracción de (incluye la endoscopia con tubo rígido) - En ni";59960
1754;1301037-2;"Dilatación esofágica por sesión";26000
4135;1301039-2;"Cuerpo extraño extracción en hipofaringe y/o esófago (por tubo rígido) - En adultos";159180
9851;1301041;"Trompa de Eustaquio, insuflación instrumental (proc. aut.)";8840
6122;1301042-2;"Cuerpo extraño en oído, extracción de (incluye tapón de cerumen) (proc. aut.) - En adultos";17680
2937;1301043-2;"Cuerpo extraño en oído, extracción de (incluye tapón de cerumen) (proc. aut.) - En niños";26560
6402;1301044;"Biopsia oído (proc. aut.)";106240
5322;1301051;"Retiro de tubos de ventilación timpánica, uni o bilateral";61800
8187;1301045;"Emisiones Otoacústicas";61320
2301;1302001;"Absceso y/o hematomas oído externo, trat. quir.";55710
4981;1302003-4;"Fístula preauricular complicada, trat. quir.";1730000
4211;1302004-3;"Extirpación de tumor de conducto auditivo externo";352500
3648;1302005-4;"Tumor maligno oído externo, trat. quir.";1443040
5712;1302078-7;"Tumor de conducto auditivo externo, extirpación con reparación (injerto) del conducto";2073480
1849;1302006-7;"Estapedectomía o estapedostomía";760260
5188;1302007-7;"Mastoidectomía c/s sección cuerda del tímpano";2436300
9501;1302008-3;"Tratamiento quirúrgico de Mucositis timpánica, otitis media con efusión uni o bilateral";559080
7574;1302009-7;"Operación radical de oído";1944960
1999;1302011-8;"Reconstitución funcional de oído radicalizado";652360
5578;1302012-7;"Timpanoplastía funcional (cualquier tipo) c/s mastoidectomía";2188080
6007;1302076-4;"Punción timpánica para inyección de medicamentos";456880
6200;1302079-7;"Aticotomía (excluye timpanoplastia funcional)";1794400
8737;1302080-6;"Plastía o dilatación por vía endoscópica trompa de Eustaquio";1340520
2311;1302082-7;"Reparación de brecha osteomeníngea por vía transtemporal";3190000
4753;1302083-8;"Resección subtotal del hueso temporal (incluye tegmen, laberinto y punta de peñasco)";2902970
1917;1302085-7;"Timpanectomía con o sin tubos de ventilación";1369600
3771;1302086-7;"Timpanoplastía funcional con reconstrucción de cadena osicular (excluye miringoplastía)";479350
1614;1302087-6;"Timpanotomía exploradora";376620
9282;1302089-5;"Toma de injerto cartilago tragal";1037240
1876;1302090-5;"Toma de injerto fascia temporal";1296550
7257;1302091-8;"Tumor glómico petro-tímpano-mástoídeo, tratamiento quirúrgico";829640
3208;1302014-7;"Exostosis u osteoma oído medio o externo, resección por cualquier vía";229330
4651;1302015-7;"Neurectomía de Jacobson";2183300
8369;1302016-7;"Reconstitución de conducto auditivo externo, c/s timpanoplastía (incluye revisión de cadena osicular";1894900
4284;1302018-7;Laberintectomía;486240
9119;1302019-8;"Neurinoma del acústico, trat. quir. vía translaberíntica y/o fosa media";1591360
8576;1302074-12;"Intervención quirúrgica implante coclear";4520810
2160;1302020-6;"Descompresión intraósea nervio facial c/s plastía";906200
7324;1302021-7;"Lesiones a nivel del conducto auditivo interno, trat. quir.";360320
2624;1302023-2;"**Sección y/o resección frenillos cavidad bucal";74280
5571;1302024-1;"**Drenaje de absceso o flegmón de piso de boca";76470
2775;1302026-2;"Drenaje de absceso o flegmón retrofaríngeo o faringolaríngeo";282450
3538;1302027;"**Drenaje de absceso o flegmón de vestíbulo bucal";74280
5664;1302028-5;"Adenoidectomía (proc. aut.)";315580
8771;1302030-1;"**Extracción de cálculos o tapones salivales";178430
3259;1302031-1;"**Tumor benigno de la mucosa bucal, extirp. c/s biopsia bucofaríngea";101960
2480;1302032-7;"Tumor maligno de las amígdalas, trat. quir.";1091650
3347;1302034-9;"Extirpación tumor maligno de base de lengua";866420
3881;1302035-8;"Faringoplastía (cualq. técn.), c/s desplazamiento de colgajos";1541050
2642;1302036-9;"Fibroangioma del rinofarinx, trat. quir.";1705080
3779;1302037-9;"Glosectomía total";3576080
5954;1302038-2;"Abscesos y hematoma del tabique nasal, trat. quir.";36790
8210;1302039-4;"Arteria esfenopalatina, cauterización por vía nasal";1730000
8200;1302040-6;"Arteria maxilar interna, ligadura de (por vía transmaxilar)";2017300
8416;1302041-4;"Ligadura de arterias etmoidales anteriores";593280
4523;1302042-4;"Turbinectomía o cauterización de cornetes, cualquier técnica";500600
6711;1302043-5;"Conducto y/o seno lagrimal, obstrucción del, trat. quir. por vía nasal";1708740
7731;1302044-7;"Etmoidectomía endo o exonasal";873320
4441;1302092-7;"Cirugía de fosa pterigo palatina";2576640
7218;1302045-5;"**Tratamiento quirúrgico de las fistulas buco-sinusales o buco-nasales y/o retiro cuerpos extraños d";1095300
8572;1302046-2;"Fract. nasal reciente, cerrada o expuesta, reducción c/s inmovilización";173750
1845;1302047-6;"Nervio vidiano, sección del (por cualquier vía)";2038950
