Código;Código adicional;CONSULTAS Y ATENCION MEDICA;Valor fonasa;Grupo;tipo
1302105;6;Subluxación articulación cricotiroídea;197.270;OTORRINOLARINGOLOGÍA;
1302062;3;Tumor benigno de cuerdas vocales, trat. quirúrgico por vía abierta ;146.990;OTORRINOLARINGOLOGÍA;
1302063;3;Tumor benigno de cuerdas vocales, trat. quirúrgico por vía endoscópica;146.990;OTORRINOLARINGOLOGÍA;
1302064;5;Cordectomía, resección de sinequia y otras malformaciones, trat. quirúrgico por vía externa ;189.860;OTORRINOLARINGOLOGÍA;
1302065;6;Estenosis laringotraqueales y/o faríngeas, trat. quir. por vía abierta (incluye reconstrucción laringotraqueal) ;365.590;OTORRINOLARINGOLOGÍA;
1302066;8;Laringectomía parcial o subtotal (cualquier técnica);404.780;OTORRINOLARINGOLOGÍA;
1302106;10;Laringectomía parcial endoscópica con láser, incluye cordectomía ampliada (carcinoma supraglótico);969.030;OTORRINOLARINGOLOGÍA;
1302067;10;Laringectomía total más faringectomía parcial;546.630;OTORRINOLARINGOLOGÍA;
1302068;13;Laringectomía total más faringectomía total y/o esofagectomía cervical;825.710;OTORRINOLARINGOLOGÍA;
1302107;8;Laringoplastía por laringomalacia;251.060;OTORRINOLARINGOLOGÍA;
1302069;5;Laringocele, trat. quir.;182.550;OTORRINOLARINGOLOGÍA;
1302070;2;Papilomas laríngeos, trat. quir. (por sesión);57.570;OTORRINOLARINGOLOGÍA;
1302071;5;Parálisis de cuerdas vocales, trat. quir. cualquier técnica;189.860;OTORRINOLARINGOLOGÍA;
1302072;5;Traqueostomía (proc. aut.);182.550;OTORRINOLARINGOLOGÍA;
1302073;3;Estenosis laringotraqueales y faríngeas, trat. quir. por vía endoscópica (incluye laser) ;106.870;OTORRINOLARINGOLOGÍA;
1302075;8;Fractura laríngea, reducción abierta c/s microplacas;261.840;OTORRINOLARINGOLOGÍA;
1302108;5;Inyección de cuerda vocal vía endoscópica;197.270;OTORRINOLARINGOLOGÍA;
1302109;5;Inyección de cuerda vocal vía externa;188.570;OTORRINOLARINGOLOGÍA;
1303010;;Evaluación Integral de Fonoaudiologo;19.470;OTORRINOLARINGOLOGÍA;
1303011;;Rehabilitación Integral de Fonoaudiologo;9.010;OTORRINOLARINGOLOGÍA;
1308010;;Telerehabilitación: Evaluación Integral de Fonoaudiologo;16.560;OTORRINOLARINGOLOGÍA;
1308011;;Telerehabilitación: Rehabilitación Integral de Fonoaudiologo;7.650;OTORRINOLARINGOLOGÍA;
1401001;;Punción aspirativa con aguja fina de nódulo tiroideo;13.330;CIRUGIA DE CABEZA Y CUELLO;
1402001;7;Tiroidectomía bilateral total;374.140;CIRUGIA DE CABEZA Y CUELLO;
1402002;7;Tiroidectomía bilateral subtotal;298.300;CIRUGIA DE CABEZA Y CUELLO;
1402003;9;Bocio intratorácico, trat. quir. por esternotomía;448.580;CIRUGIA DE CABEZA Y CUELLO;
1402004;9;Extirpación de Tiroides lingual;419.410;CIRUGIA DE CABEZA Y CUELLO;
1402005;6;Lobectomía con o sin istmectomía o resección parcial;261.050;CIRUGIA DE CABEZA Y CUELLO;
1402006;9;Tiroidectomía total ampliada (incluye extirpación de estructuras anatómicas vecinas);650.430;CIRUGIA DE CABEZA Y CUELLO;
1402007;6;Autotransplante de paratiroides (operación asociada a algunas de las prestaciones de tiroides y paratiroides);263.940;CIRUGIA DE CABEZA Y CUELLO;
1402008;9;Paratiroidectomía o exploración paratiroides con exploración de mediastino, abordaje transtorácico.;419.410;CIRUGIA DE CABEZA Y CUELLO;
1402009;7;Paratiroidectomía o exploración de paratiroides (abordaje cervical, clásico o mínimamente invasivo);286.580;CIRUGIA DE CABEZA Y CUELLO;
1402010;9;Reexploración cervical paratiroides por persistencia o recidiva hiperparatiroidismo;382.180;CIRUGIA DE CABEZA Y CUELLO;
1402011;6;Parotidectomía suprafacial con disección y preservación del nervio facial;201.730;CIRUGIA DE CABEZA Y CUELLO;
1402012;7;Parotidectomía total, con disección y preservación del nervio facial.;296.180;CIRUGIA DE CABEZA Y CUELLO;
1402013;9;Parotidectomía total ampliada (incluye músculos, ganglios, articulaciones y rama vertical de la mandíbula);619.430;CIRUGIA DE CABEZA Y CUELLO;
1402014;9;Totalización de parotidectomía previa o parotidectomía del lóbulo profundo;343.570;CIRUGIA DE CABEZA Y CUELLO;
1402015;8;Extirpación submandibular ampliada (incluye piso de boca, arco mandibular, músculos y articulaciones)  ;590.980;CIRUGIA DE CABEZA Y CUELLO;
1402016;6;Extirpación de glándula salival submandibular;201.730;CIRUGIA DE CABEZA Y CUELLO;
1402017;5;**Extirpación glándula salival sublingual;157.790;CIRUGIA DE CABEZA Y CUELLO;
1402018;8;Extirpación sublingual ampliada (incluye piso de boca, arco mandibular, músculos, ganglios y articulaciones)   ;590.980;CIRUGIA DE CABEZA Y CUELLO;
1402019;3;**Absceso parotídeo, sub-maxilar y/o cervical profundo, trat. quir.;164.540;CIRUGIA DE CABEZA Y CUELLO;
1402020;5;**Conductos salivales de excreción, reimplantación oro-faríngea;182.550;CIRUGIA DE CABEZA Y CUELLO;
1402021;3;**Cierre de fístula salival: reparación del conducto de excreción;164.540;CIRUGIA DE CABEZA Y CUELLO;
1402022;2;**Extirpación de quiste o mucocele de glándula salival menor de labios;86.640;CIRUGIA DE CABEZA Y CUELLO;
1402023;6;Tratamiento quirúrgico Torticolis Congénita;194.460;CIRUGIA DE CABEZA Y CUELLO;
1402024;6;Quistes y/o fístulas del conducto tirogloso, y/o branquial, y/o higroma, y/o fístula preauricular complicada, y/u otros quistes y/o tumores benignos, trat. quir.;194.460;CIRUGIA DE CABEZA Y CUELLO;
1402025;7;Tumores del cuerpo carotídeo, trat. quir. (incl. proc. vascular);263.840;CIRUGIA DE CABEZA Y CUELLO;
1402026;2;Biopsia quir., mucosa oronasofaríngea (proc. aut.);27.850;CIRUGIA DE CABEZA Y CUELLO;
1402027;2;Biopsia quir., piel  y mucosa cara (proc. aut.);34.070;CIRUGIA DE CABEZA Y CUELLO;
1402028;6;"Resección cutánea ampliada (incluye musculatura, ganglios y huesos subyacentes; desplazamiento de colgajos)";201.730;CIRUGIA DE CABEZA Y CUELLO;
1402029;3;Resección cutánea simple (sutura primaria);47.700;CIRUGIA DE CABEZA Y CUELLO;
1402030;6;Tumor maligno de labio superior o inferior, resección total del labio y cirugía reparadora;233.360;CIRUGIA DE CABEZA Y CUELLO;
1402031;6;Tumor maligno de labio superior o inferior, resección parcial del labio y cirugía reparadora;201.730;CIRUGIA DE CABEZA Y CUELLO;
1402032;5;Resección parcial y cirugía reparadora nariz;182.550;CIRUGIA DE CABEZA Y CUELLO;
1402033;6;Resección total y cirugía reparadora nariz;201.730;CIRUGIA DE CABEZA Y CUELLO;
1402034;8;Extirpación ampliada de nariz incluyendo parte esqueleto facial (naso-etmoidiana);287.530;CIRUGIA DE CABEZA Y CUELLO;
1402035;12;Exanteración orbitaria ampliada (incluye etmoides, hueso frontal, base de cráneo anterior y región máxilo-malar);737.570;CIRUGIA DE CABEZA Y CUELLO;
1402036;11;Extirpación total ampliada del hueso temporal;699.850;CIRUGIA DE CABEZA Y CUELLO;
1402037;7;**Maxilectomia parcial y reparación protésica;250.060;CIRUGIA DE CABEZA Y CUELLO;
1402038;7;"**Maxilectomía parcial (incluye paladar óseo; reparación con colgajo)";305.320;CIRUGIA DE CABEZA Y CUELLO;
1402039;12;Maxilectomía radical ampliada (incluye exanteración orbitaria y de fosa craneal anterior o media);737.570;CIRUGIA DE CABEZA Y CUELLO;
1402040;10;Maxilectomía radical clásica (incluye exanteración orbitaria y reparación con colgajo);670.710;CIRUGIA DE CABEZA Y CUELLO;
1402041;10;Maxilectomía radical clásica (incluye exanteración orbitaria y reparación protésica);601.710;CIRUGIA DE CABEZA Y CUELLO;
1402042;6;**Glosectomía parcial, reparación primaria;164.480;CIRUGIA DE CABEZA Y CUELLO;
1402043;7;Resección amplia de tumor maligno cavidad oral y orofaringea y disección ganglionar cervical;570.400;CIRUGIA DE CABEZA Y CUELLO;
1402044;7;**Hemimandibulectomía;294.130;CIRUGIA DE CABEZA Y CUELLO;
1402045;9;**Mandibulectomía total;493.890;CIRUGIA DE CABEZA Y CUELLO;
1402046;13;"Operación ""comando"" (incluye extirp. del tumor, hemimandibulectomía y disección ganglionar radical de cuello)";811.930;CIRUGIA DE CABEZA Y CUELLO;
1402047;5;**Resección parcial de mandíbula;189.860;CIRUGIA DE CABEZA Y CUELLO;
1402048;8;Extirpación de tumor intraoral amplia en tercio posterior cavidad oral (región faringea) ;686.150;CIRUGIA DE CABEZA Y CUELLO;
1402050;6;Faringectomía parcial;201.730;CIRUGIA DE CABEZA Y CUELLO;
1402051;6;**Genioplastía;194.460;CIRUGIA DE CABEZA Y CUELLO;
1402052;6;**Osteotomias segmentarias del maxilar o mandíbula;201.730;CIRUGIA DE CABEZA Y CUELLO;
1402053;7;**Osteotomias totales del maxilar o mandibula (tipo Le Fort I o sagital de rama);312.060;CIRUGIA DE CABEZA Y CUELLO;
1402054;4;**Reducción cerrada de fracturas maxilofaciales;86.580;CIRUGIA DE CABEZA Y CUELLO;
1402055;5;**Reducción abierta de fracturas maxilofaciales y estabilización con elementos de osteosíntesis;214.700;CIRUGIA DE CABEZA Y CUELLO;
1402056;4;**Reducción abierta de fracturas maxilofaciales con osteosíntesis única;180.380;CIRUGIA DE CABEZA Y CUELLO;
1402057;10;Reconstrucciones complejas de la cara simultáneas con proc. neuroquirúrgico (craneotomías más abordajes y trat. facial), tiempo facial;601.710;CIRUGIA DE CABEZA Y CUELLO;
1402058;7;Reconstrucciones de partes duras y blandas de la cara, mediante abordajes múltiples y hemicoronal o coronal;377.590;CIRUGIA DE CABEZA Y CUELLO;
1402059;4;**Remoción de arcos dentarios o ligaduras de alambre ;60.330;CIRUGIA DE CABEZA Y CUELLO;
1402060;3;**Remoción simple (proc.aut.);51.810;CIRUGIA DE CABEZA Y CUELLO;
1502001;4;Heridas de la cara complicadas: 1 o varias de más de 5 cms. y/o ubicadas en bordes de párpados, labios o ala nasal y/o que comprometen músculos, conductos, vasos o nervios;143.100;CIRUGIA PLASTICA Y REPARADORA;
1502002;2;Heridas de la cara simples: 1 o varias de hasta 5 cms. que sólo comprometen piel;40.350;CIRUGIA PLASTICA Y REPARADORA;
1502003;4;Implante de silicona facial (cualquier zona o zonas);112.080;CIRUGIA PLASTICA Y REPARADORA;
1502004;3;Resección plástica de hasta 2 cicatrices (cualquier localización o tamaño);134.600;CIRUGIA PLASTICA Y REPARADORA;
1502005;4;Resección plástica de 3 o más cicatrices (cualquier localización o tamaño) ;156.880;CIRUGIA PLASTICA Y REPARADORA;
1502006;3;Injertos  hasta 1% superficie corporal receptora;41.490;CIRUGIA PLASTICA Y REPARADORA;
1502007;4;Injertos  hasta 5% superficie corporal receptora;67.250;CIRUGIA PLASTICA Y REPARADORA;
1502008;5;Injertos hasta 10% superficie corporal receptora;118.090;CIRUGIA PLASTICA Y REPARADORA;
1502009;6;Injertos por cada 10% (o su fracción) adicional hasta 50%;78.290;CIRUGIA PLASTICA Y REPARADORA;
1502010;13;Injertos 51% y más de superficie corporal receptora;457.190;CIRUGIA PLASTICA Y REPARADORA;
1502011;8;Piel total, cualquier tamaño (incluye tratamiento zona dadora y receptora);204.790;CIRUGIA PLASTICA Y REPARADORA;
1502012;4;Toma de injertos cartílago (auricular, costal o similares) c/u;143.100;CIRUGIA PLASTICA Y REPARADORA;
1502013;5;Toma de injertos-óseo (costal, ilíaco, tibial o similares) c/u.;183.310;CIRUGIA PLASTICA Y REPARADORA;
1502067;4;Toma de injerto de cuero cabelludo;153.960;CIRUGIA PLASTICA Y REPARADORA;
1502068;10;Expansor de piel (dos o más) primer tiempo;309.020;CIRUGIA PLASTICA Y REPARADORA;
1502069;10;Expansor de piel (dos o más) segundo tiempo retiro;283.290;CIRUGIA PLASTICA Y REPARADORA;
1502070;10;Expansor de piel (único) primer tiempo;278.110;CIRUGIA PLASTICA Y REPARADORA;
1502071;10;Expansor de piel (único) segundo tiempo o retiro;283.290;CIRUGIA PLASTICA Y REPARADORA;
1502014;4;Plastías en Z, hasta 3;143.100;CIRUGIA PLASTICA Y REPARADORA;
1502015;5;Plastías en Z, 4 y más;182.550;CIRUGIA PLASTICA Y REPARADORA;
1502016;7;- Colgajos complejos (Abbe, Mustarda, Converse, Juri, Bakamjian o similar);243.120;CIRUGIA PLASTICA Y REPARADORA;
1502017;9;#NAME?;647.040;CIRUGIA PLASTICA Y REPARADORA;
1502018;7;#NAME?;332.760;CIRUGIA PLASTICA Y REPARADORA;
1502019;8;#NAME?;494.360;CIRUGIA PLASTICA Y REPARADORA;
1502020;6;#NAME?;201.730;CIRUGIA PLASTICA Y REPARADORA;
1502021;5;#NAME?;138.800;CIRUGIA PLASTICA Y REPARADORA;
1502022;6;Parálisis facial, trasplantes musculares;274.830;CIRUGIA PLASTICA Y REPARADORA;
1502023;6;Ridectomía cérvico-facial, un lado;219.580;CIRUGIA PLASTICA Y REPARADORA;
1502024;5;Ridectomía frontal;189.860;CIRUGIA PLASTICA Y REPARADORA;
1502025;4;Orejas aladas o en asa, corrección plástica;173.270;CIRUGIA PLASTICA Y REPARADORA;
1502026;3;Lóbulo auricular partido, corrección plástica (proc. aut);41.490;CIRUGIA PLASTICA Y REPARADORA;
1502027;5;Malformación congénita compleja en orejas, cada plastía o plastías en tiempos diferentes;189.860;CIRUGIA PLASTICA Y REPARADORA;
1502028;5;Corrección nasal parcial (alares, alargamiento columela o similar);182.550;CIRUGIA PLASTICA Y REPARADORA;
1502029;5;Blefaroplastia párpados inferiores, uni o bilateral;189.860;CIRUGIA PLASTICA Y REPARADORA;
1502030;5;Blefaroplastia párpados superiores, uni o bilateral;191.850;CIRUGIA PLASTICA Y REPARADORA;
1502031;5;**Corrección quirúrgica secundaria de queiloplastía;189.860;CIRUGIA PLASTICA Y REPARADORA;
1502032;5;**Queiloplastía primaria, un lado (proc. quir. completo por cualquier técnica);189.860;CIRUGIA PLASTICA Y REPARADORA;
1502033;5;**Cierre de paladar duro y/o cierre de comunicación oro-nasal;189.860;CIRUGIA PLASTICA Y REPARADORA;
1502034;5;**Cierre mucoso vestíbulo oral o gingivo-periostio-plastía ;189.860;CIRUGIA PLASTICA Y REPARADORA;
1502035;5;**Plastia de velo (cualquier técnica);189.860;CIRUGIA PLASTICA Y REPARADORA;
1502036;5;**Cierre de macrostomía, unilateral;182.550;CIRUGIA PLASTICA Y REPARADORA;
1502037;7;**Tratamiento quirúrgico de anomalías cráneo faciales;339.720;CIRUGIA PLASTICA Y REPARADORA;
1502038;6;**Reconstrucción osteoplástica reborde alveolar bilateral en un tiempo;274.830;CIRUGIA PLASTICA Y REPARADORA;
1502039;5;**Reconstrucción osteoplástica reborde alveolar unilateral;200.880;CIRUGIA PLASTICA Y REPARADORA;
1502040;11;Distoplasias orbitarias: movilización unilateral o vertical tiempo facial;630.950;CIRUGIA PLASTICA Y REPARADORA;
1502041;11;Expansión o reconstrucción de un micro-orbitismo;630.950;CIRUGIA PLASTICA Y REPARADORA;
1502042;12;Síndrome de Apert Crouzon o similar: avance fronto-orbito-maxilar vía intracraneana, tiempo facial;737.570;CIRUGIA PLASTICA Y REPARADORA;
1502043;12;Síndrome de Apert Crouzon o similar: osteotomía tipo Le Fort III o similar;737.570;CIRUGIA PLASTICA Y REPARADORA;
1502044;6;Corrección telecanto;219.580;CIRUGIA PLASTICA Y REPARADORA;
1502045;11;Movilización orbitaria extracraneana;630.950;CIRUGIA PLASTICA Y REPARADORA;
1502046;13;Movilización orbitaria intracraneana, tiempo facial;770.550;CIRUGIA PLASTICA Y REPARADORA;
1502047;5;Ginecomastia, corrección plástica;183.310;CIRUGIA PLASTICA Y REPARADORA;
1502048;6;Mamoplastía de aumento (unilateral);194.460;CIRUGIA PLASTICA Y REPARADORA;
1502049;6;Mamoplastía de reducción;236.430;CIRUGIA PLASTICA Y REPARADORA;
1502050;6;Mastopexia c/s implante de prótesis (no incluye valor de la prótesis);195.150;CIRUGIA PLASTICA Y REPARADORA;
1502051;5;Reconstrucción areola y/o pezón c/s plastía (proc. aut.);152.590;CIRUGIA PLASTICA Y REPARADORA;
1502052;7;Reconstrucción mamaria;277.570;CIRUGIA PLASTICA Y REPARADORA;
1502053;6;Abdominoplastia;269.930;CIRUGIA PLASTICA Y REPARADORA;
1502054;7;Escarectomía con resección ósea c/s colgajo de rotación;211.810;CIRUGIA PLASTICA Y REPARADORA;
1502055;7;Tratamiento de escaras de decubito, con resección ósea y colgajos musculares o musculocutáneos;339.720;CIRUGIA PLASTICA Y REPARADORA;
1502056;5;Sindactilia, trat. quir. cada espacio con injerto;152.590;CIRUGIA PLASTICA Y REPARADORA;
1502057;4;Sindactilia, trat. quir. cada espacio sin injerto;67.250;CIRUGIA PLASTICA Y REPARADORA;
1502058;5;Polidactilia, extirpación y plastía unilateral;152.590;CIRUGIA PLASTICA Y REPARADORA;
1502059;6;Lipectomía glútea, unilateral;164.480;CIRUGIA PLASTICA Y REPARADORA;
1502060;6;Lipectomía trocantérea, unilateral;164.480;CIRUGIA PLASTICA Y REPARADORA;
1502061;4;Escarotomía hasta 10 % superficie corporal;41.040;CIRUGIA PLASTICA Y REPARADORA;PROCEDIMIENTOS EN ESCARAS
1502062;2;Escarotomía por cada 10 % adicional (o su fracción);27.850;CIRUGIA PLASTICA Y REPARADORA;PROCEDIMIENTOS EN ESCARAS
1502063;3;Escarectomía hasta 1 % superficie corporal;58.720;CIRUGIA PLASTICA Y REPARADORA;
1502064;4;Escarectomía hasta 5 % superficie corporal;87.930;CIRUGIA PLASTICA Y REPARADORA;
1502065;5;Escarectomía  hasta 10% superficie corporal;157.790;CIRUGIA PLASTICA Y REPARADORA;
1502066;6;Escarectomía por cada 10% adicional (o su fracción) (Se cobrará cód. ad. una sóla vez por superficie entre el 11% y 50%).;95.530;CIRUGIA PLASTICA Y REPARADORA;
1601110;1;Curetaje de lesiones virales y similares hasta 10 lesiones por sesión;26.440;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1601111;2;Aplicación de inmunomoduladores, químicos y similares hasta 10 lesiones por sesión;17.600;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1601112;2;Fototerapia UVB, UVA localizada, por sesión;5.270;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1601113;2;Fototerapia UVB, Banda Angosta y UVA por sesión en cabina;8.800;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1601115;2;Implantes Subcutáneos, instalación o retiro;20.510;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1601116;2;Crioterapia hasta 5 lesiones por sesión;17.600;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1601117;2;Crioterapia 6 a 10 lesiones por sesión;26.440;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1601118;;Tumor maligno por criocirugía (por cada lesión) por sesión;50.280;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1601119;2;Inyección intracutánea en áreas hasta 9 cm2 por sesión;17.600;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1601120;1;Tratamiento abrasivo cutáneo mecánico por sesión;35.240;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1601121;1;Tratamiento abrasivo cutáneo químico por sesión;26.440;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1601122;1;Tricograma;17.600;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1601124;2;Tratamiento por láser, IPL o similar por área hasta 16 cm2  por sesión;44.060;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1601125;;Terapia fotodinámica (no incluye medicamento) por sesión;44.060;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1601126;1;Dermatoscopía digital con registro gráfico o digital hasta 5 lesiones;18.120;DERMATOLOGIA Y TEGUMENTOS;PROCEDIMIENTOS
1602201;2;**Biopsia de piel y/o mucosa por curetaje o sección tangencial c/s electro por 1 lesión;45.260;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602202;2;Cabeza, cuello, genitales hasta 3 lesiones: extirpación, reparación o biopsia, total o parcial, de lesiones benignas cutáneas por excisión;79.860;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602203;2;Resto del cuerpo hasta 3 lesiones: extirpación, reparación o biopsia, total o parcial, de lesiones benignas cutáneas por excisión;53.260;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602204;2;Cabeza, cuello y genitales desde 4 y hasta 6 lesiones: extirpación, reparación o biopsia, total o parcial, de lesiones benignas cutáneas por excisión;159.750;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602205;2;Resto del cuerpo desde 4 y hasta 6 lesiones: extirpación, reparación o biopsia, total o parcial, de lesiones benignas cutáneas por excisión;106.500;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602206;2;Extirpación de lesiones benignas por sec tangencial, curetaje y/o fulguración hasta 15 lesiones;53.260;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602207;2;Tratamiento por electro de hemangiomas o telangectasias hasta 15 lesiones;53.260;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602211;3;Cabeza, cuello, genitales: tratamiento quirúrgico de tumor maligno por escisión total o parcial, con o sin sutura, por cada lesión o melanoma cualquier localización;166.420;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602212;3;Resto del cuerpo: tratamiento quirúrgico de tumor maligno por escisión total o parcial, con o sin sutura, por cada lesión;133.130;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602213;2;Cabeza, cuello, genitales o melanoma cualquier ubicación: ampliación de márgenes quirúrgicos de tumor maligno extirpado previamente ;133.130;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602214;2;Resto del cuerpo: ampliación de márgenes quirúrgicos de tumor maligno extirpado previamente;99.850;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602215;3;Tumores vasculares profundos cabeza, cuello, genitales;166.420;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602216;3;Tumores Vasculares Profundos Resto del cuerpo;133.130;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602221;3;Herida cortante o contusa complicada, reparación y sutura (más de 5 cm);76.010;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602222;2;Herida cortante o contusa no complicada, reparación y sutura (una o múltiple hasta 5 cms. de largo total que comprometa solo la piel);20.450;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602223;2;Cabeza, cuello, genitales: extirpación de lesión benigna subepidérmica, incluye tumor sólido, quiste epidérmico y lipoma por lesión ;99.850;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602224;2;Resto del cuerpo: extirpación de lesión benigna subepidérmica, incluye tumor sólido, quiste epidérmico y lipoma por lesión ;83.180;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602225;2;Vaciamiento y curetaje quirúrgico de lesiones quísticas o abscesos;53.260;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602231;2;Onicectomía total o parcial simple;21.280;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602232;2;Cirugía reparadora ungueal por proceso inflamatorio;66.560;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602233;2;Corrección quirúrgica de defecto congénito o por tumor ungueal;106.500;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602240;1;Curación por Médico, Quemadura o Similar  menor al 5% superficie corporal en pabellón;14.780;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602241;3;Curación por Médico, Quemadura o Similar  5 a 10% superficie corporal en pabellón;26.610;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1602242;6;Curación por Médico, Quemadura o Similar mayor al 10 %  superficie corporal en pabellón;47.900;DERMATOLOGIA Y TEGUMENTOS;CIRUGIAS
1701001;;E.C.G. de reposo (incluye mínimo 12 derivaciones y 4 complejos por derivación);7.140;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701003;;Electrocardiograma de esfuerzo;20.120;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701006;;"E.C.G. continuo (test Holter o similares, por ej. variabilidad de la frecuencia cardíaca y/o alta resolución del ST y/o depolarización tardía); 20 a 24 horas de registro";34.120;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701007;;Ecocardiograma  Doppler, con registro (incluye cód. 17-01-008);65.140;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701045;;Ecocardiograma bidimensional doppler color;72.590;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701008;;Ecocardiograma bidimensional (incluye registro modo M, papel fotosensible y fotografía), en adultos o niños (proc. aut.);40.720;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701010;;Sondeo cardíaco derecho c/s termodilución, en adultos o niños;315.060;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701011;;Sondeo cardíaco izquierdo y derecho, en adultos o niños;358.190;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701012;;Sondeo cardíaco izquierdo, en adultos o niños;292.090;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701019;;Cinecoronariografía derecha y/o izquierda (incluye sondeo cardíaco izquierdo  y ventriculografía izquierda);375.190;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701020;;Ventriculografía derecha, en adultos o niños (incl. proc. rad., y sondeo cardíaco derecho);383.900;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701021;;Ventriculografía izquierda, en adultos o niños (incl. proc. rad., y sondeo cardíaco izquierdo);324.670;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701022;;Aortografía, en adultos o niños (Incluye proc. rad.);346.540;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701023;;Arteriografía de extremidades, en adultos o niños (incluye proc. rad.);414.370;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701131;;"Angioplastía Intraluminal coronaria uno o múltiples vasos (incl. proc. rad; balón, rotablator, Stent o similar)";2.689.060;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701132;;Angioplastía Intraluminal periférica (incluye proc. rad., balón, Stent o similar);1.679.590;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701043;;Angioplastía de coartación aórtica (incl. proc. rad.) (proc. completo);1.625.620;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701144;;Angioplastía de arteria pulmonar o vena cava en niños (incluye proc. rad., balón, Stent o similar);1.703.080;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701033;;Biopsia endomiocárdica (proc. completo);240.990;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701038;;Septostomía de Rashkind o con controlada con balón;549.960;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701035;;Colocación de sonda marcapaso transitorio (proc. completo);203.910;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
1701141;4;Valvuloplastía mitral o tricúspide (incl. proc. radiológico,  incluye balón);1.651.920;CARDIOLOGIA;PROC. DIAGNOSTICO Y TERAPEUTICO
