"Código genérico";"Nombre producto genérico";"Descripción producto genérico";"Tipo producto";"Código ONU";"Clasificación ONU";"Clasificación interna";"Estado Código genérico";"Canasta Esencial de Medicamentos";precio
100003055;"NYLON N-5/0 AG 3/8 CORT C-PLAST 13MM XSO";"NYLON MONOFILAMENTO N- 5/0 CON AGUJA 3/8 CIRCULO CORTANTE 12 A 13 MM CIRUGIA PLASTICA HEBRA 45 CM LARGO MINIMO NEGRO CON DOBLE EMPAQUE EN SOBREESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1817
100003056;"NYLON N-5/0 AG 3/8 CORT 24 MM X SO";"NYLON MONOFILAMENTO N- 5/0 CON AGUJA 3/8 CIRCULO CORTANTE 23 A 25 MM HEBRA 45 CM LARGO MINIMO CON DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1828
100003057;"NYLON N-6/0 AG1/2 CORT C-PLAS 10 5MM XSO";"NYLON MONOFILAMENTO N- 6/0 CON AGUJA 1/2 CIRCULO CORTANTE 10 A 11 MM CIRUGIA PLASTICA HEBRA 45 CM LARGO MINIMO INCOLORA CON DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1449
100003058;"NYLON N-6/0 AG 1/2 CORT C-PLAST 16MM XSO";"NYLON MONOFILAMENTO N- 6/0 CON AGUJA 1/2 CIRCULO CORTANTE 15 A 16 MM CIRUGIA PLASTICA HEBRA 45 CM LARGO MINIMO INCOLORA CON DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1722
100003059;"NYLON N-6/0 AG 3/8 CORT C-PLAST 16MM XSO";"NYLON MONOFILAMENTO N- 6/0 CON AGUJA 3/8 CIRCULO CORTANTE 15 A 16 MM CIRUGIA PLASTICA HEBRA 45 CM LARGO MINIMO NEGRO CON DOBLE EMPAQUE EN SOBREESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1418
100003060;"NYLON N-7/0 AG1/2 CORT C-PLAS 10 5MM XSO";"NYLON N- 7/0 CON AGUJA 1/2 CIRCULO CORTANTE 10 A 11 MM CIRUGIA PLASTICAHEBRA 45 CM MINIMO NEGRO CON DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1602
100003061;"POLIDIOX N-0 C/AG 1/2 CILI 36-37 MM X SO";"POLIDIOXANONA N-0 CON AGUJA 1/2 CILINDRICA 36 A 37 MM HEBRA 70 CM LARGOMINIMO (PARA ARTROSCOPIA) DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1259
100003062;"POLIDIOX N-1 C/AG 1/2 CILI 36-37 MM X SO";"POLIDIOXANONA N-1 CON AGUJA 1/2 CIRCULO CILINDRICA 36 A 37 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1006
100003063;"POLIDIOX N-1 C/AG 1/2 CILI 65 MM X SO";"POLIDIOXANONA N-1 CON AGUJA 1/2 CIRCULO CILINDRICA 64 A 66 MM HEBRA 120CM LARGO MINIMO (PARA CIERRE GENERAL - LOOP) DOBLE EMPAQUE  EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1413
100003064;"POLIDIOX N-2/0 C/AG 1/2 CILI 36 MM X SO";"POLIDIOXANONA N-2/0 CON AGUJA 1/2 CIRCULO CILINDRICA 35 A 37 MM HEBRA 70 CM LARGO MINIMO  DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CONSELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1859
100003065;"POLIDIOX N-3/0 C/AG 1/2 CILI 26 MM X SO";"POLIDIOXANONA N-3-0 CON AGUJA 1/2 CIRCULO CILINDRICO 25 A 27 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE  EN SOBRE ESTERIL. ENVASE RESISTENTE CONSELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1998
100003066;"POLIDIOX N-4/0 C/AG 1/2 CILI 15 MM X SO";"POLIDIOXANONA N-4/0 CON AGUJA 1/2 CILINDRICA 14 A 16 MM HEBRA 70 CM LARGO MINIMO VIOLETA (UROLOGIA) DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1235
100003067;"POLIDIOX N-5/0 C/AG 1/2 CILI 16 MM X SO";"POLIDIOXANONA N-5/0 CON AGUJA 1/2 CIRCULO CILINDRICA 15 A 17 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1327
100003068;"POLIDIOX N-5/0 C/AG 1/2 CORT 8 MM X SO";"POLIDIOXANONA N-5/0 CON AGUJA 1/2 CIRCULO CORTANTE 7 A 9 MM HEBRA 45 CMLARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1483
100003069;"POLIDIOX N-6/0 2/AG 3/8 CILIN 13 MM X SO";"POLIDIOXANONA N-6/0 CON 2 AGUJAS 3/8 CIRCULO CILINDRICA 12 A 14 MM HEBRA 75 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1969
100003070;"POLIDIOX N-7/0 2/AG 3/8 CILIN 9 3 MM XSO";"POLIDIOXANONA N-7/0 CON 2 AGUJAS 3/8 CIRCULO CILINDRICA 9 2 A 9 4 MM HEBRA 75 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTECON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2681
100003071;"POLIEST N-10/0 2/AG 1/2 ESPAT 5 5MM X SO";"POLIESTER N-10/0 CON 2 AGUJAS 1/2 CIRCULO ESPATULA MICRO-POINT 5 4 A 5 6 MM HEBRA 30 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;3278
100003072;"POLIEST N-2/0 2/AG 1/2 CILIN 25-26MM XSO";"POLIESTER N-2/0 CON 2 AGUJAS 1/2 CIRCULO CILINDRICA 25 A 26 MM HEBRA 75CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2150
100003073;"POLIEST N-2/0 2/AG 1/2 CILIN 17MM XSO";"POLIESTER N-2/0 CON 2 AGUJAS 1/2 CIRCULO CILINDRICA 16 A 18 MM HEBRA 75CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2878
100003074;"POLIEST N-3/0 2/AG 1/2 CILIN 25-26MM XSO";"POLIESTER N-3/0 CON 2 AGUJAS 1/2 CIRCULO CILINDRICA 25 A 26 MM HEBRA 75CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;3553
100003075;"POLIEST N-3/0 2/AG 1/2 CILIN 17MM XSO";"POLIESTER N-3/0 CON 2 AGUJAS 1/2 CIRCULO CILINDRICA 16 A 18 MM HEBRA 75CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;3240
100003076;"POLIEST N-4/0 2/AG 1/2 CILIN 17MM XSO";"POLIESTER N-4/0 CON 2 AGUJAS 1/2 CIRCULO CILINDRICA 16 A 18 MM HEBRA 75CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;3175
100003077;"POLIEST N-1 C/AG 1/2 CILIN 36 MM XSO";"POLIESTER N-1 CON AGUJA 1/2 CIRCULO CILINDICA 35 A 37 MM HEBRA 75 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2344
100003078;"POLIEST N-2/0 2/AG RECTA CORT 254 MM XSO";"POLIESTER N-2/0 CON 2 AGUJAS RECTA CORTANTE 252 A 256 MM 2 HEBRA 67 CM LARGO MINIMO (PARA MENISCO) DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;3441
100003079;"POLIGLE N-2/0 C/AG 1/2 CILIN 26 MM XSO";"POLIGLECAPRONE25 N-2/0 CON AGUJA 1/2 CIRCULO CILINDRICA 25 A 27 MM HEBRA 70 CM LARGO MINIMODOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;4165
100003080;"POLIGLE N-3/0 C/AG 1/2 CILIN 26 MM XSO";"POLIGLECAPRONE25 N-3/0 CON AGUJA 1/2 CIRCULO CILINDRICA 25 A 27 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;3427
100003081;"POLIGLE N-3/0 C/AG 3/8 CILIN 24 MM XSO";"POLIGLECAPRONE25 N-3/0 CON AGUJA 3/8 CIRCULO CORTANTE 23 A 25 MM (PLASTICA) HEBRA 70 CM LARGO MINIMOINCOLORO DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2654
100003082;"POLIGLEC 25 N-4/0 AG 1/2 CILIN 17MM XSO";"POLIGLECAPRONE25 N-4/0 CON AGUJA 1/2 CIRCULO CILINDRICA 16 A 18 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1715
100003083;"POLIGLEC 25 N-4/0 AG 3/8 CILI 19 5MM XSO";"POLIGLECAPRONE25 N-4/0 CON AGUJA 3/8 CIRCULO CORTANTE 19 3 A19 7 MM (PLASTICA) HEBRA 40 CM LARGO MINIMO INCOLORO DOBLE EMPAQUE EN SOBRE ESTERILENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1633
100003084;"POLIGLEC 25 N-5/0 AG 1/2 CILIN 17MM XSO";"POLIGLECAPRONE25 N-5/0 CON AGUJA 1/2 CIRCULO CINDRICA 16 A 18 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2385
100003085;"POLIGLEC 25 N-5/0 AG 3/8 CILIN 13MM XSO";"POLIGLECAPRONE25 N-5/0 CON AGUJA 3/8 CIRCULO CORTANTE 12 A 14 MM (PLASTICA) HEBRA 40 CM LARGO MINIMO INCOLORO DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;3432
100003086;"POLIPROP N-0 C/AG 1/2 CILIN 36 4 MM XSO";"POLIPROPILENO N-0 CON AGUJA 1/2 CIRCULO CILINDRICA 35 A 37 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2829
100003087;"POLIPROP N-1 C/AG 1/2 CILIN 36 4 MM XSO";"POLIPROPILENO N-1 CON AGUJA 1/2 CIRCULO CILINDRICA 35 A 37 MM HEBRA 70 CM LARGO MINIMO  DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1782
100003089;"POLIPROP N-2/0 2/AG 1/2 CILIN 22 MM XSO";"POLIPROPILENO N-2/0 CON 2 AGUJAS 1/2 CIRCULO CILINDRICA 20 A 24 MM HEBRA 70 CM LARGO MINIMO  DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1147
100003090;"POLIPROP N-2/0 2/AG 1/2 CILIN 26 MM XSO";"POLIPROPILENO N-2/0 CON 2 AGUJAS 1/2 CIRCULO CILINDRICA 25 A 27 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1303
100003091;"POLIPROP N-3 /0 2/AG 1/2 CILIN 22 MM XSO";"POLIPROPILENO N-3/0 CON 2 AGUJAS 1/2 CIRCULO CILINDRICA 20 A 24 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1142
100003092;"POLIPROP N-4/0 2/AG 1/2 CILIN 17 MM XSO";"POLIPROPILENO N-4/0 CON 2 AGUJAS 1/2 CIRCULO CILINDRICA 16 A 18 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1418
100003093;"POLIPROP N-4/0 2/AG 1/2 CILIN 20 MM XSO";"POLIPROPILENO N-4/0 CON 2 AGUJAS 1/2 CIRCULO CILINDRICA 19 A 21 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1153
100003094;"POLIPROP N-4/0 2/AG 3/8 CILIN 13 MM XSO";"POLIPROPILENO N-4/0 CON 2 AGUJAS 3/8 CIRCULO CILINDRICA 12 A 14 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1466
100003095;"POLIPROP N-5/0 2/AG 1/2 CILIN 15 MM XSO";"POLIPROPILENO N-5/0 CON 2 AGUJAS 1/2 CIRCULO CILINDRICA 15 A 17 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1954
100003096;"POLIPROP N-6/0 2/AG 3/8 CILIN 13 MM XSO";"POLIPROPILENO N-6/0 CON 2 AGUJAS 3/8 CIRCULO CILINDRICA 12 A 14 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2336
100003097;"POLIPROP N-7/0 2/AG 3/8 CILIN 9 3 MM XSO";"POLIPROPILENO N-7/0 CON 2 AGUJAS 3/8 CIRCULO CILINDRICA 9 1 A 9 4 MM HEBRA 60 CM LARGO MINIMODOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2755
100003098;"POLIPROP N-8/0 2/AG 3/8 CILIN 6 5 MM XSO";"POLIPROPILENO N-8/0 CON 2 AGUJAS 3/8 CIRCULO CILINDRICA 6 3 A 6 6  MM HEBRA 45 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL ENVASE RESISTENTECON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1463
100003099;"AC. POLIGLICOLI. N-0 AG1/2CIR CILIN 40MM";"ACIDO POLIGLICOLICO O POLIGLACTINA N-0 CON AGUJA 1/2 CIRCULO CILINDRICA38 A 42 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2063
100003100;"AC. POLIGLICOLI. N-0 AG1/2CIR CILIN 25MM";"ACIDO POLIGLICOLICO O POLIGLACTINA N-0 CON AGUJA 1/2 CIRCULO CILINDRICA25 A 27 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2875
100003101;"AC. POLIGLICOLI. N-0 AG 18MM T/E-LOOP SO";"ACIDO POLIGLICOLICO O POLIGLACTINA N-0 CON AGUJA 17 A 19 MM TIPO ENDO-LOOP HEBRA 45 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;3853
100003102;"AC. POLIGLICOLI. N-0 AG5/8CIR CILIN 26MM";"ACIDO POLIGLICOLICO O POLIGLACTINA N-0 CON AGUJA 5/8 CIRCULO CILINDRICA25 A 27 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;1941
100003103;"AC. POLIGLICOLI. N-2/0 AG1/2CIR CIL 26MM";"SUTURA ACIDO POLIGLICOLICO O POLIGLACTINA N-2/0 CON AGUJA 1/2 CIRCULO CILINDRICA ATRAUMATICA 25 A 27 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. FUERZA TENSIL MAYOR A 70 KgF/mm2 . ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DE";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2756
100003104;"AC. POLIGLICOLI.N-2/0 AG1/2CIR CILIN35MM";"ACIDO POLIGLICOLICO O POLIGLACTINA N-2/0 C/AG 1/2 CIRCULO CILINDRICA 35MM HEBRA 45 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;3403
100003105;"AC. POLIGLICOLI. N-3/0 AG1/2CIR CIL 26MM";"SUTURA ACIDO POLIGLICOLICO O POLIGLACTINA N-3/0 CON AGUJA 1/2 CIRCULO CILINDRICA ATRAUMATICA 25 A 27 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. FUERZA TENSIL MAYOR A 70 KgF/mm2. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2776
100003106;"AC. POLIGLICOLI.N-3/0 AG1/2 CIR CORT22MM";"ACIDO POLIGLICOLICO O POLIGLACTINA N-3/0 C/AG 1/2 CIRCULO CORTANTE 22 MM HEBRA 45 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL.  ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2333
100003107;"AC. POLIGLICOLICO N-3/0 S/AG 10 HEBRAS";"ACIDO POLIGLICOLICO O POLIGLACTINA N-3/0 SIN AGUJA 10 HEBRAS 45 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL.  ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;2962
100003108;"AC. POLIGLICOLI.N-4/0 AG1/2CIR CILIN17MM";"ACIDO POLIGLICOLICO O POLIGLACTINA N-4/0 CON AGUJA 1/2 CIRCULO CILINDRICA 17 A 20 MM HEBRA 45 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL.  ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;4195
100003109;"AC. POLIGLICOLI.N-4/0 AG 3/8CIR CORT19MM";"ACIDO POLIGLICOLICO O POLIGLACTINA N-4/0 C/AG 3/8 CIRCULO CORTANTE 19 MM HEBRA 45 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;3581
100003110;"AC. POLIGLICOLI.N-4/0 AG1/2CIR CILIN26MM";"ACIDO POLIGLICOLICO O POLIGLACTINA N-4/0 C/AG 1/2 CIRCULO CILINDRICA 26MM HEBRA 45 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL.  ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;3806
100003111;"AC. POLIGLICO.N-5/0 2AG1/2CIR CILIN26MM";"ACIDO POLIGLICOLICO O POLIGLACTINA N-5/0 C/2 AG 1/2 CIRCULO CILINDRICA 26 MM HEBRA 70 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL.  ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;3162
100003112;"AC. POLIGLICOLI.N-5/0 AG1/2CIR CILIN17MM";"ACIDO POLIGLICOLICO O POLIGLACTINA N-5/0 C/AG 1/2 CIRCULO CILINDRICA 17MM HEBRA 45 CM LARGO MINIMO DOBLE EMPAQUE EN SOBRE ESTERIL.  ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;3508
100003113;"AC. POLIGLICOLI.N-5/0 AG3/8CIR CORT 19MM";"ACIDO POLIGLICOLICO O POLIGLACTINA N-5/0 C/AG 3/8 CIRCULO CORTANTE 19 MM HEBRA 45 CM LARGO MINIMO INCOLORO DOBLE EMPAQUE EN SOBRE ESTERIL.  ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Insumos;42292904;"Sutura quirúrgica o";"Sutura y productos relacionados";inactivo;0;4114
