Código;"Código adicional";"CONSULTAS Y ATENCION MEDICA";"Valor fonasa";Grupo;tipo
1302011;8;"Reconstitución funcional de oído radicalizado";326180;OTORRINOLARINGOLOGÍA;
1302012;7;"Timpanoplastía funcional (cualquier tipo) c/s mastoidectomía";243120;OTORRINOLARINGOLOGÍA;
1302076;4;"Punción timpánica para inyección de medicamentos";228440;OTORRINOLARINGOLOGÍA;
1302077;7;"Implante activo de oído medio";331230;OTORRINOLARINGOLOGÍA;
1302079;7;"Aticotomía (excluye timpanoplastia funcional)";224300;OTORRINOLARINGOLOGÍA;
1302080;6;"Plastía o dilatación por vía endoscópica trompa de Eustaquio";223420;OTORRINOLARINGOLOGÍA;
1302081;7;"Meatoplastía en oído radicalizado";323940;OTORRINOLARINGOLOGÍA;
1302082;7;"Reparación de brecha osteomeníngea por vía transtemporal";319000;OTORRINOLARINGOLOGÍA;
1302083;8;"Resección subtotal del hueso temporal (incluye tegmen, laberinto y punta de peñasco)";414710;OTORRINOLARINGOLOGÍA;
1302084;8;"Resección total del hueso temporal (abordaje combinado orl y neurocirujano)";539120;OTORRINOLARINGOLOGÍA;
1302085;7;"Timpanectomía con o sin tubos de ventilación";342400;OTORRINOLARINGOLOGÍA;
1302086;7;"Timpanoplastía funcional con reconstrucción de cadena osicular (excluye miringoplastía)";479350;OTORRINOLARINGOLOGÍA;
1302087;6;"Timpanotomía exploradora";376620;OTORRINOLARINGOLOGÍA;
1302088;6;"Tiroplastia 1-4";357540;OTORRINOLARINGOLOGÍA;
1302089;5;"Toma de injerto cartilago tragal";259310;OTORRINOLARINGOLOGÍA;
1302090;5;"Toma de injerto fascia temporal";259310;OTORRINOLARINGOLOGÍA;
1302091;8;"Tumor glómico petro-tímpano-mástoídeo, tratamiento quirúrgico";414820;OTORRINOLARINGOLOGÍA;
1302013;7;"Reconstitución plástica de conducto auditivo externo cartilaginoso";302460;OTORRINOLARINGOLOGÍA;
1302014;7;"Exostosis u osteoma oído medio o externo, resección por cualquier vía";229330;OTORRINOLARINGOLOGÍA;
1302015;7;"Neurectomía de Jacobson";218330;OTORRINOLARINGOLOGÍA;
1302016;7;"Reconstitución de conducto auditivo externo, c/s timpanoplastía (incluye revisión de cadena osicular";270700;OTORRINOLARINGOLOGÍA;
1302017;7;"Tratamiento quirúrgico de tumor glómico timpánico";302460;OTORRINOLARINGOLOGÍA;
1302018;7;Laberintectomía;243120;OTORRINOLARINGOLOGÍA;
1302019;8;"Neurinoma del acústico, trat. quir. vía translaberíntica y/o fosa media";397840;OTORRINOLARINGOLOGÍA;
1302074;12;"Intervención quirúrgica implante coclear";645830;OTORRINOLARINGOLOGÍA;
1302020;6;"Descompresión intraósea nervio facial c/s plastía";226550;OTORRINOLARINGOLOGÍA;
1302021;7;"Lesiones a nivel del conducto auditivo interno, trat. quir.";360320;OTORRINOLARINGOLOGÍA;
1302022;2;"**Biopsia buco-faríngea (proc. aut.)";27850;OTORRINOLARINGOLOGÍA;
1302023;2;"**Sección y/o resección frenillos cavidad bucal";18570;OTORRINOLARINGOLOGÍA;
1302024;1;"**Drenaje de absceso o flegmón de piso de boca";25490;OTORRINOLARINGOLOGÍA;
1302025;1;"**Drenaje de absceso o flegmón periamigdaliano";37960;OTORRINOLARINGOLOGÍA;
1302026;2;"Drenaje de absceso o flegmón retrofaríngeo o faringolaríngeo";40350;OTORRINOLARINGOLOGÍA;
1302027;;"**Drenaje de absceso o flegmón de vestíbulo bucal";18570;OTORRINOLARINGOLOGÍA;
1302028;5;"Adenoidectomía (proc. aut.)";157790;OTORRINOLARINGOLOGÍA;
1302029;5;"Amigdalectomía c/s adenoidectomía, uni o bilateral";176870;OTORRINOLARINGOLOGÍA;
1302030;1;"**Extracción de cálculos o tapones salivales";25490;OTORRINOLARINGOLOGÍA;
1302031;1;"**Tumor benigno de la mucosa bucal, extirp. c/s biopsia bucofaríngea";25490;OTORRINOLARINGOLOGÍA;
1302032;7;"Tumor maligno de las amígdalas, trat. quir.";218330;OTORRINOLARINGOLOGÍA;
1302033;6;"**Extirpación de tumor benigno de la base de la lengua";194460;OTORRINOLARINGOLOGÍA;
1302034;9;"Extirpación tumor maligno de base de lengua";433210;OTORRINOLARINGOLOGÍA;
1302035;8;"Faringoplastía (cualq. técn.), c/s desplazamiento de colgajos";308210;OTORRINOLARINGOLOGÍA;
1302036;9;"Fibroangioma del rinofarinx, trat. quir.";426270;OTORRINOLARINGOLOGÍA;
1302037;9;"Glosectomía total";447010;OTORRINOLARINGOLOGÍA;
1302038;2;"Abscesos y hematoma del tabique nasal, trat. quir.";36790;OTORRINOLARINGOLOGÍA;
1302039;4;"Arteria esfenopalatina, cauterización por vía nasal";173000;OTORRINOLARINGOLOGÍA;
1302040;6;"Arteria maxilar interna, ligadura de (por vía transmaxilar)";201730;OTORRINOLARINGOLOGÍA;
1302041;4;"Ligadura de arterias etmoidales anteriores";148320;OTORRINOLARINGOLOGÍA;
1302042;4;"Turbinectomía o cauterización de cornetes, cualquier técnica";50060;OTORRINOLARINGOLOGÍA;
1302043;5;"Conducto y/o seno lagrimal, obstrucción del, trat. quir. por vía nasal";189860;OTORRINOLARINGOLOGÍA;
1302044;7;"Etmoidectomía endo o exonasal";218330;OTORRINOLARINGOLOGÍA;
1302092;7;"Cirugía de fosa pterigo palatina";429440;OTORRINOLARINGOLOGÍA;
1302045;5;"**Tratamiento quirúrgico de las fistulas buco-sinusales o buco-nasales y/o retiro cuerpos extraños d";182550;OTORRINOLARINGOLOGÍA;
1302046;2;"Fract. nasal reciente, cerrada o expuesta, reducción c/s inmovilización";34750;OTORRINOLARINGOLOGÍA;
1302047;6;"Nervio vidiano, sección del (por cualquier vía)";226550;OTORRINOLARINGOLOGÍA;
1302048;4;"Perforación del tabique, trat. quir.";148320;OTORRINOLARINGOLOGÍA;
1302049;3;"Tratamiento quirúrgico pólipo nasal";43060;OTORRINOLARINGOLOGÍA;
1302050;5;"Rinitis atrófica, trat. por inclusión submucosa, con cualquier material, uni o bilateral";157790;OTORRINOLARINGOLOGÍA;
1302051;6;"Rinofima, trat. quir.";205810;OTORRINOLARINGOLOGÍA;
1302052;6;"Rinoplastía y/o septoplastía, cualquier técnica";233360;OTORRINOLARINGOLOGÍA;
1302053;6;"Seno esfenoidal, abertura por cualquier vía";226550;OTORRINOLARINGOLOGÍA;
1302054;5;"Tratamiento quirúrgico de seno frontal, cualquier vía";189860;OTORRINOLARINGOLOGÍA;
1302055;6;"Antrostomía seno maxilar, cualquier vía";201730;OTORRINOLARINGOLOGÍA;
1302056;2;"Sinequia nasal, trat. quir.";27850;OTORRINOLARINGOLOGÍA;
1302057;5;"Tumor nasal, extirp. por rinotomía lateral";189860;OTORRINOLARINGOLOGÍA;
1302058;5;"Vaciamiento etmoidal por vía nasal c/s polipectomía";157790;OTORRINOLARINGOLOGÍA;
1302093;7;"Reparación de válvula nasal";342350;OTORRINOLARINGOLOGÍA;
1302094;7;"Resección de tumor de base de cráneo anterior con reparación de duramadre (colgajo pediculado de had";296800;OTORRINOLARINGOLOGÍA;
1302095;8;"Resección lateral del hueso temporal (incluye mástoides y conducto auditivo externo en forma circula";319000;OTORRINOLARINGOLOGÍA;
1302096;5;"Tumor benigno nasosinusal y/o rinofaríngeo, resección por vía endoscópica (excluye fibroangioma naso";251460;OTORRINOLARINGOLOGÍA;
1302097;6;"Tumor de espacio parafaríngeo, extirpación";241400;OTORRINOLARINGOLOGÍA;
1302098;8;"Tumor maligno nasosinusal y/o rinofaríngeo, tratamiento quirúrgico por vía endoscópica";414820;OTORRINOLARINGOLOGÍA;
1302099;5;"Sinuplastía seno frontal con balón por endoscopía u otra técnica";185190;OTORRINOLARINGOLOGÍA;
1302100;5;"Sinuplastía seno maxilar con balón por endoscopía u otra técnica";222220;OTORRINOLARINGOLOGÍA;
1302101;5;"Sinuplastía seno esfenoidal con balón por endoscopia u otra técnica";240740;OTORRINOLARINGOLOGÍA;
1302102;5;"Dacriocistocele reseccion vía nasal";137560;OTORRINOLARINGOLOGÍA;
1302059;4;"Aritenoidectomía vía endoscópica";148320;OTORRINOLARINGOLOGÍA;
1302060;6;"Aritenoidectomía vía externa";201730;OTORRINOLARINGOLOGÍA;
1302103;6;"Abducción de aritenoides, aritenoidopexia";295920;OTORRINOLARINGOLOGÍA;
1302061;6;"Decorticación de cuerdas vocales c/microscopio";176880;OTORRINOLARINGOLOGÍA;
1302104;7;"Cordectomía, sinequia y otras malformaciones, tratatamiento quirúrgico por endoscópica (incluye lase";295920;OTORRINOLARINGOLOGÍA;
1302105;6;"Subluxación articulación cricotiroídea";197270;OTORRINOLARINGOLOGÍA;
1302062;3;"Tumor benigno de cuerdas vocales, trat. quirúrgico por vía abierta";146990;OTORRINOLARINGOLOGÍA;
1302063;3;"Tumor benigno de cuerdas vocales, trat. quirúrgico por vía endoscópica";146990;OTORRINOLARINGOLOGÍA;
1302064;5;"Cordectomía, resección de sinequia y otras malformaciones, trat. quirúrgico por vía externa";189860;OTORRINOLARINGOLOGÍA;
1302065;6;"Estenosis laringotraqueales y/o faríngeas, trat. quir. por vía abierta (incluye reconstrucción larin";365590;OTORRINOLARINGOLOGÍA;
1302066;8;"Laringectomía parcial o subtotal (cualquier técnica)";404780;OTORRINOLARINGOLOGÍA;
1302106;10;"Laringectomía parcial endoscópica con láser, incluye cordectomía ampliada (carcinoma supraglótico)";969030;OTORRINOLARINGOLOGÍA;
1302067;10;"Laringectomía total más faringectomía parcial";546630;OTORRINOLARINGOLOGÍA;
1302068;13;"Laringectomía total más faringectomía total y/o esofagectomía cervical";825710;OTORRINOLARINGOLOGÍA;
1302107;8;"Laringoplastía por laringomalacia";251060;OTORRINOLARINGOLOGÍA;
1302069;5;"Laringocele, trat. quir.";182550;OTORRINOLARINGOLOGÍA;
1302070;2;"Papilomas laríngeos, trat. quir. (por sesión)";57570;OTORRINOLARINGOLOGÍA;
1302071;5;"Parálisis de cuerdas vocales, trat. quir. cualquier técnica";189860;OTORRINOLARINGOLOGÍA;
1302072;5;"Traqueostomía (proc. aut.)";182550;OTORRINOLARINGOLOGÍA;
1302073;3;"Estenosis laringotraqueales y faríngeas, trat. quir. por vía endoscópica (incluye laser)";106870;OTORRINOLARINGOLOGÍA;
1302075;8;"Fractura laríngea, reducción abierta c/s microplacas";261840;OTORRINOLARINGOLOGÍA;
1302108;5;"Inyección de cuerda vocal vía endoscópica";197270;OTORRINOLARINGOLOGÍA;
1302109;5;"Inyección de cuerda vocal vía externa";188570;OTORRINOLARINGOLOGÍA;
1303010;;"Evaluación Integral de Fonoaudiologo";19470;OTORRINOLARINGOLOGÍA;
1303011;;"Rehabilitación Integral de Fonoaudiologo";9010;OTORRINOLARINGOLOGÍA;
1308010;;"Telerehabilitación: Evaluación Integral de Fonoaudiologo";16560;OTORRINOLARINGOLOGÍA;
1308011;;"Telerehabilitación: Rehabilitación Integral de Fonoaudiologo";7650;OTORRINOLARINGOLOGÍA;
1401001;;"Punción aspirativa con aguja fina de nódulo tiroideo";13330;"CIRUGIA DE CABEZA Y CUELLO";
1402001;7;"Tiroidectomía bilateral total";374140;"CIRUGIA DE CABEZA Y CUELLO";
1402002;7;"Tiroidectomía bilateral subtotal";298300;"CIRUGIA DE CABEZA Y CUELLO";
1402003;9;"Bocio intratorácico, trat. quir. por esternotomía";448580;"CIRUGIA DE CABEZA Y CUELLO";
1402004;9;"Extirpación de Tiroides lingual";419410;"CIRUGIA DE CABEZA Y CUELLO";
1402005;6;"Lobectomía con o sin istmectomía o resección parcial";261050;"CIRUGIA DE CABEZA Y CUELLO";
1402006;9;"Tiroidectomía total ampliada (incluye extirpación de estructuras anatómicas vecinas)";650430;"CIRUGIA DE CABEZA Y CUELLO";
1402007;6;"Autotransplante de paratiroides (operación asociada a algunas de las prestaciones de tiroides y para";263940;"CIRUGIA DE CABEZA Y CUELLO";
1402008;9;"Paratiroidectomía o exploración paratiroides con exploración de mediastino, abordaje transtorácico.";419410;"CIRUGIA DE CABEZA Y CUELLO";
1402009;7;"Paratiroidectomía o exploración de paratiroides (abordaje cervical, clásico o mínimamente invasivo)";286580;"CIRUGIA DE CABEZA Y CUELLO";
1402010;9;"Reexploración cervical paratiroides por persistencia o recidiva hiperparatiroidismo";382180;"CIRUGIA DE CABEZA Y CUELLO";
1402011;6;"Parotidectomía suprafacial con disección y preservación del nervio facial";201730;"CIRUGIA DE CABEZA Y CUELLO";
1402012;7;"Parotidectomía total, con disección y preservación del nervio facial.";296180;"CIRUGIA DE CABEZA Y CUELLO";
1402013;9;"Parotidectomía total ampliada (incluye músculos, ganglios, articulaciones y rama vertical de la mand";619430;"CIRUGIA DE CABEZA Y CUELLO";
1402014;9;"Totalización de parotidectomía previa o parotidectomía del lóbulo profundo";343570;"CIRUGIA DE CABEZA Y CUELLO";
1402015;8;"Extirpación submandibular ampliada (incluye piso de boca, arco mandibular, músculos y articulaciones";590980;"CIRUGIA DE CABEZA Y CUELLO";
1402016;6;"Extirpación de glándula salival submandibular";201730;"CIRUGIA DE CABEZA Y CUELLO";
1402017;5;"**Extirpación glándula salival sublingual";157790;"CIRUGIA DE CABEZA Y CUELLO";
1402018;8;"Extirpación sublingual ampliada (incluye piso de boca, arco mandibular, músculos, ganglios y articul";590980;"CIRUGIA DE CABEZA Y CUELLO";
1402019;3;"**Absceso parotídeo, sub-maxilar y/o cervical profundo, trat. quir.";164540;"CIRUGIA DE CABEZA Y CUELLO";
1402020;5;"**Conductos salivales de excreción, reimplantación oro-faríngea";182550;"CIRUGIA DE CABEZA Y CUELLO";
1402021;3;"**Cierre de fístula salival: reparación del conducto de excreción";164540;"CIRUGIA DE CABEZA Y CUELLO";
1402022;2;"**Extirpación de quiste o mucocele de glándula salival menor de labios";86640;"CIRUGIA DE CABEZA Y CUELLO";
1402023;6;"Tratamiento quirúrgico Torticolis Congénita";194460;"CIRUGIA DE CABEZA Y CUELLO";
1402024;6;"Quistes y/o fístulas del conducto tirogloso, y/o branquial, y/o higroma, y/o fístula preauricular co";194460;"CIRUGIA DE CABEZA Y CUELLO";
1402025;7;"Tumores del cuerpo carotídeo, trat. quir. (incl. proc. vascular)";263840;"CIRUGIA DE CABEZA Y CUELLO";
1402026;2;"Biopsia quir., mucosa oronasofaríngea (proc. aut.)";27850;"CIRUGIA DE CABEZA Y CUELLO";
1402027;2;"Biopsia quir., piel y mucosa cara (proc. aut.)";34070;"CIRUGIA DE CABEZA Y CUELLO";
1402028;6;"Resección cutánea ampliada (incluye musculatura, ganglios y huesos subyacentes; desplazamiento de co";201730;"CIRUGIA DE CABEZA Y CUELLO";
1402029;3;"Resección cutánea simple (sutura primaria)";47700;"CIRUGIA DE CABEZA Y CUELLO";
1402030;6;"Tumor maligno de labio superior o inferior, resección total del labio y cirugía reparadora";233360;"CIRUGIA DE CABEZA Y CUELLO";
1402031;6;"Tumor maligno de labio superior o inferior, resección parcial del labio y cirugía reparadora";201730;"CIRUGIA DE CABEZA Y CUELLO";
1402032;5;"Resección parcial y cirugía reparadora nariz";182550;"CIRUGIA DE CABEZA Y CUELLO";
1402033;6;"Resección total y cirugía reparadora nariz";201730;"CIRUGIA DE CABEZA Y CUELLO";
1402034;8;"Extirpación ampliada de nariz incluyendo parte esqueleto facial (naso-etmoidiana)";287530;"CIRUGIA DE CABEZA Y CUELLO";
1402035;12;"Exanteración orbitaria ampliada (incluye etmoides, hueso frontal, base de cráneo anterior y región m";737570;"CIRUGIA DE CABEZA Y CUELLO";
1402036;11;"Extirpación total ampliada del hueso temporal";699850;"CIRUGIA DE CABEZA Y CUELLO";
1402037;7;"**Maxilectomia parcial y reparación protésica";250060;"CIRUGIA DE CABEZA Y CUELLO";
1402038;7;"**Maxilectomía parcial (incluye paladar óseo; reparación con colgajo)";305320;"CIRUGIA DE CABEZA Y CUELLO";
1402039;12;"Maxilectomía radical ampliada (incluye exanteración orbitaria y de fosa craneal anterior o media)";737570;"CIRUGIA DE CABEZA Y CUELLO";
1402040;10;"Maxilectomía radical clásica (incluye exanteración orbitaria y reparación con colgajo)";670710;"CIRUGIA DE CABEZA Y CUELLO";
1402041;10;"Maxilectomía radical clásica (incluye exanteración orbitaria y reparación protésica)";601710;"CIRUGIA DE CABEZA Y CUELLO";
1402042;6;"**Glosectomía parcial, reparación primaria";164480;"CIRUGIA DE CABEZA Y CUELLO";
1402043;7;"Resección amplia de tumor maligno cavidad oral y orofaringea y disección ganglionar cervical";570400;"CIRUGIA DE CABEZA Y CUELLO";
1402044;7;**Hemimandibulectomía;294130;"CIRUGIA DE CABEZA Y CUELLO";
1402045;9;"**Mandibulectomía total";493890;"CIRUGIA DE CABEZA Y CUELLO";
1402046;13;"Operación ""comando"" (incluye extirp. del tumor, hemimandibulectomía y disección ganglionar radical d";811930;"CIRUGIA DE CABEZA Y CUELLO";
1402047;5;"**Resección parcial de mandíbula";189860;"CIRUGIA DE CABEZA Y CUELLO";
1402048;8;"Extirpación de tumor intraoral amplia en tercio posterior cavidad oral (región faringea)";686150;"CIRUGIA DE CABEZA Y CUELLO";
1402050;6;"Faringectomía parcial";201730;"CIRUGIA DE CABEZA Y CUELLO";
1402051;6;**Genioplastía;194460;"CIRUGIA DE CABEZA Y CUELLO";
1402052;6;"**Osteotomias segmentarias del maxilar o mandíbula";201730;"CIRUGIA DE CABEZA Y CUELLO";
1402053;7;"**Osteotomias totales del maxilar o mandibula (tipo Le Fort I o sagital de rama)";312060;"CIRUGIA DE CABEZA Y CUELLO";
1402054;4;"**Reducción cerrada de fracturas maxilofaciales";86580;"CIRUGIA DE CABEZA Y CUELLO";
1402055;5;"**Reducción abierta de fracturas maxilofaciales y estabilización con elementos de osteosíntesis";214700;"CIRUGIA DE CABEZA Y CUELLO";
1402056;4;"**Reducción abierta de fracturas maxilofaciales con osteosíntesis única";180380;"CIRUGIA DE CABEZA Y CUELLO";
1402057;10;"Reconstrucciones complejas de la cara simultáneas con proc. neuroquirúrgico (craneotomías más aborda";601710;"CIRUGIA DE CABEZA Y CUELLO";
1402058;7;"Reconstrucciones de partes duras y blandas de la cara, mediante abordajes múltiples y hemicoronal o ";377590;"CIRUGIA DE CABEZA Y CUELLO";
1402059;4;"**Remoción de arcos dentarios o ligaduras de alambre";60330;"CIRUGIA DE CABEZA Y CUELLO";
1402060;3;"**Remoción simple (proc.aut.)";51810;"CIRUGIA DE CABEZA Y CUELLO";
1502001;4;"Heridas de la cara complicadas: 1 o varias de más de 5 cms. y/o ubicadas en bordes de párpados, labi";143100;"CIRUGIA PLASTICA Y REPARADORA";
1502002;2;"Heridas de la cara simples: 1 o varias de hasta 5 cms. que sólo comprometen piel";40350;"CIRUGIA PLASTICA Y REPARADORA";
1502003;4;"Implante de silicona facial (cualquier zona o zonas)";112080;"CIRUGIA PLASTICA Y REPARADORA";
1502004;3;"Resección plástica de hasta 2 cicatrices (cualquier localización o tamaño)";134600;"CIRUGIA PLASTICA Y REPARADORA";
1502005;4;"Resección plástica de 3 o más cicatrices (cualquier localización o tamaño)";156880;"CIRUGIA PLASTICA Y REPARADORA";
1502006;3;"Injertos hasta 1% superficie corporal receptora";41490;"CIRUGIA PLASTICA Y REPARADORA";
1502007;4;"Injertos hasta 5% superficie corporal receptora";67250;"CIRUGIA PLASTICA Y REPARADORA";
1502008;5;"Injertos hasta 10% superficie corporal receptora";118090;"CIRUGIA PLASTICA Y REPARADORA";
1502009;6;"Injertos por cada 10% (o su fracción) adicional hasta 50%";78290;"CIRUGIA PLASTICA Y REPARADORA";
1502010;13;"Injertos 51% y más de superficie corporal receptora";457190;"CIRUGIA PLASTICA Y REPARADORA";
1502011;8;"Piel total, cualquier tamaño (incluye tratamiento zona dadora y receptora)";204790;"CIRUGIA PLASTICA Y REPARADORA";
1502012;4;"Toma de injertos cartílago (auricular, costal o similares) c/u";143100;"CIRUGIA PLASTICA Y REPARADORA";
1502013;5;"Toma de injertos-óseo (costal, ilíaco, tibial o similares) c/u.";183310;"CIRUGIA PLASTICA Y REPARADORA";
1502067;4;"Toma de injerto de cuero cabelludo";153960;"CIRUGIA PLASTICA Y REPARADORA";
1502068;10;"Expansor de piel (dos o más) primer tiempo";309020;"CIRUGIA PLASTICA Y REPARADORA";
1502069;10;"Expansor de piel (dos o más) segundo tiempo retiro";283290;"CIRUGIA PLASTICA Y REPARADORA";
1502070;10;"Expansor de piel (único) primer tiempo";278110;"CIRUGIA PLASTICA Y REPARADORA";
1502071;10;"Expansor de piel (único) segundo tiempo o retiro";283290;"CIRUGIA PLASTICA Y REPARADORA";
1502014;4;"Plastías en Z, hasta 3";143100;"CIRUGIA PLASTICA Y REPARADORA";
1502015;5;"Plastías en Z, 4 y más";182550;"CIRUGIA PLASTICA Y REPARADORA";
1502016;7;"- Colgajos complejos (Abbe, Mustarda, Converse, Juri, Bakamjian o similar)";243120;"CIRUGIA PLASTICA Y REPARADORA";
1502017;9;#NAME?;647040;"CIRUGIA PLASTICA Y REPARADORA";
1502018;7;#NAME?;332760;"CIRUGIA PLASTICA Y REPARADORA";
1502019;8;#NAME?;494360;"CIRUGIA PLASTICA Y REPARADORA";
1502020;6;#NAME?;201730;"CIRUGIA PLASTICA Y REPARADORA";
1502021;5;#NAME?;138800;"CIRUGIA PLASTICA Y REPARADORA";
1502022;6;"Parálisis facial, trasplantes musculares";274830;"CIRUGIA PLASTICA Y REPARADORA";
1502023;6;"Ridectomía cérvico-facial, un lado";219580;"CIRUGIA PLASTICA Y REPARADORA";
1502024;5;"Ridectomía frontal";189860;"CIRUGIA PLASTICA Y REPARADORA";
1502025;4;"Orejas aladas o en asa, corrección plástica";173270;"CIRUGIA PLASTICA Y REPARADORA";
1502026;3;"Lóbulo auricular partido, corrección plástica (proc. aut)";41490;"CIRUGIA PLASTICA Y REPARADORA";
1502027;5;"Malformación congénita compleja en orejas, cada plastía o plastías en tiempos diferentes";189860;"CIRUGIA PLASTICA Y REPARADORA";
1502028;5;"Corrección nasal parcial (alares, alargamiento columela o similar)";182550;"CIRUGIA PLASTICA Y REPARADORA";
1502029;5;"Blefaroplastia párpados inferiores, uni o bilateral";189860;"CIRUGIA PLASTICA Y REPARADORA";
1502030;5;"Blefaroplastia párpados superiores, uni o bilateral";191850;"CIRUGIA PLASTICA Y REPARADORA";
1502031;5;"**Corrección quirúrgica secundaria de queiloplastía";189860;"CIRUGIA PLASTICA Y REPARADORA";
1502032;5;"**Queiloplastía primaria, un lado (proc. quir. completo por cualquier técnica)";189860;"CIRUGIA PLASTICA Y REPARADORA";
1502033;5;"**Cierre de paladar duro y/o cierre de comunicación oro-nasal";189860;"CIRUGIA PLASTICA Y REPARADORA";
1502034;5;"**Cierre mucoso vestíbulo oral o gingivo-periostio-plastía";189860;"CIRUGIA PLASTICA Y REPARADORA";
1502035;5;"**Plastia de velo (cualquier técnica)";189860;"CIRUGIA PLASTICA Y REPARADORA";
1502036;5;"**Cierre de macrostomía, unilateral";182550;"CIRUGIA PLASTICA Y REPARADORA";
1502037;7;"**Tratamiento quirúrgico de anomalías cráneo faciales";339720;"CIRUGIA PLASTICA Y REPARADORA";
1502038;6;"**Reconstrucción osteoplástica reborde alveolar bilateral en un tiempo";274830;"CIRUGIA PLASTICA Y REPARADORA";
1502039;5;"**Reconstrucción osteoplástica reborde alveolar unilateral";200880;"CIRUGIA PLASTICA Y REPARADORA";
1502040;11;"Distoplasias orbitarias: movilización unilateral o vertical tiempo facial";630950;"CIRUGIA PLASTICA Y REPARADORA";
1502041;11;"Expansión o reconstrucción de un micro-orbitismo";630950;"CIRUGIA PLASTICA Y REPARADORA";
1502042;12;"Síndrome de Apert Crouzon o similar: avance fronto-orbito-maxilar vía intracraneana, tiempo facial";737570;"CIRUGIA PLASTICA Y REPARADORA";
1502043;12;"Síndrome de Apert Crouzon o similar: osteotomía tipo Le Fort III o similar";737570;"CIRUGIA PLASTICA Y REPARADORA";
1502044;6;"Corrección telecanto";219580;"CIRUGIA PLASTICA Y REPARADORA";
1502045;11;"Movilización orbitaria extracraneana";630950;"CIRUGIA PLASTICA Y REPARADORA";
1502046;13;"Movilización orbitaria intracraneana, tiempo facial";770550;"CIRUGIA PLASTICA Y REPARADORA";
1502047;5;"Ginecomastia, corrección plástica";183310;"CIRUGIA PLASTICA Y REPARADORA";
1502048;6;"Mamoplastía de aumento (unilateral)";194460;"CIRUGIA PLASTICA Y REPARADORA";
1502049;6;"Mamoplastía de reducción";236430;"CIRUGIA PLASTICA Y REPARADORA";
1502050;6;"Mastopexia c/s implante de prótesis (no incluye valor de la prótesis)";195150;"CIRUGIA PLASTICA Y REPARADORA";
1502051;5;"Reconstrucción areola y/o pezón c/s plastía (proc. aut.)";152590;"CIRUGIA PLASTICA Y REPARADORA";
1502052;7;"Reconstrucción mamaria";277570;"CIRUGIA PLASTICA Y REPARADORA";
1502053;6;Abdominoplastia;269930;"CIRUGIA PLASTICA Y REPARADORA";
1502054;7;"Escarectomía con resección ósea c/s colgajo de rotación";211810;"CIRUGIA PLASTICA Y REPARADORA";
1502055;7;"Tratamiento de escaras de decubito, con resección ósea y colgajos musculares o musculocutáneos";339720;"CIRUGIA PLASTICA Y REPARADORA";
1502056;5;"Sindactilia, trat. quir. cada espacio con injerto";152590;"CIRUGIA PLASTICA Y REPARADORA";
1502057;4;"Sindactilia, trat. quir. cada espacio sin injerto";67250;"CIRUGIA PLASTICA Y REPARADORA";
1502058;5;"Polidactilia, extirpación y plastía unilateral";152590;"CIRUGIA PLASTICA Y REPARADORA";
1502059;6;"Lipectomía glútea, unilateral";164480;"CIRUGIA PLASTICA Y REPARADORA";
1502060;6;"Lipectomía trocantérea, unilateral";164480;"CIRUGIA PLASTICA Y REPARADORA";
1502061;4;"Escarotomía hasta 10 % superficie corporal";41040;"CIRUGIA PLASTICA Y REPARADORA";"PROCEDIMIENTOS EN ESCARAS"
1502062;2;"Escarotomía por cada 10 % adicional (o su fracción)";27850;"CIRUGIA PLASTICA Y REPARADORA";"PROCEDIMIENTOS EN ESCARAS"
1502063;3;"Escarectomía hasta 1 % superficie corporal";58720;"CIRUGIA PLASTICA Y REPARADORA";
1502064;4;"Escarectomía hasta 5 % superficie corporal";87930;"CIRUGIA PLASTICA Y REPARADORA";
1502065;5;"Escarectomía hasta 10% superficie corporal";157790;"CIRUGIA PLASTICA Y REPARADORA";
1502066;6;"Escarectomía por cada 10% adicional (o su fracción) (Se cobrará cód. ad. una sóla vez por superficie";95530;"CIRUGIA PLASTICA Y REPARADORA";
1601110;1;"Curetaje de lesiones virales y similares hasta 10 lesiones por sesión";26440;"DERMATOLOGIA Y TEGUMENTOS";PROCEDIMIENTOS
1601111;2;"Aplicación de inmunomoduladores, químicos y similares hasta 10 lesiones por sesión";17600;"DERMATOLOGIA Y TEGUMENTOS";PROCEDIMIENTOS
1601112;2;"Fototerapia UVB, UVA localizada, por sesión";5270;"DERMATOLOGIA Y TEGUMENTOS";PROCEDIMIENTOS
1601113;2;"Fototerapia UVB, Banda Angosta y UVA por sesión en cabina";8800;"DERMATOLOGIA Y TEGUMENTOS";PROCEDIMIENTOS
1601115;2;"Implantes Subcutáneos, instalación o retiro";20510;"DERMATOLOGIA Y TEGUMENTOS";PROCEDIMIENTOS
1601116;2;"Crioterapia hasta 5 lesiones por sesión";17600;"DERMATOLOGIA Y TEGUMENTOS";PROCEDIMIENTOS
1601117;2;"Crioterapia 6 a 10 lesiones por sesión";26440;"DERMATOLOGIA Y TEGUMENTOS";PROCEDIMIENTOS
1601118;;"Tumor maligno por criocirugía (por cada lesión) por sesión";50280;"DERMATOLOGIA Y TEGUMENTOS";PROCEDIMIENTOS
1601119;2;"Inyección intracutánea en áreas hasta 9 cm2 por sesión";17600;"DERMATOLOGIA Y TEGUMENTOS";PROCEDIMIENTOS
