[2025-10-29 12:19:19] L2 codF:'0101001'->101001 | valor:'7.290'->7290
[2025-10-29 12:19:19] L649 codF:'0309042'->309042 | valor:'17.840'->17840
[2025-10-29 12:19:19] L650 codF:'0309043'->309043 | valor:'1.220'->1220
[2025-10-29 12:19:19] L651 codF:'0309044'->309044 | valor:'153.310'->153310
[2025-10-29 12:19:19] L652 codF:'0309045'->309045 | valor:'129.310'->129310
[2025-10-29 12:19:19] L653 codF:'0309046'->309046 | valor:'119.190'->119190
[2025-10-29 12:19:19] L654 codF:'0309047'->309047 | valor:'20.130'->20130
[2025-10-29 12:19:19] L655 codF:'0401001'->401001 | valor:'24.290'->24290
[2025-10-29 12:19:19] L656 codF:'0401002'->401002 | valor:'10.180'->10180
[2025-10-29 12:19:19] L657 codF:'0401004'->401004 | valor:'7.330'->7330
[2025-10-29 12:19:19] L658 codF:'0401008'->401008 | atencion:Normalizada | valor:'10.890'->10890
[2025-10-29 12:19:19] L659 codF:'0401009'->401009 | valor:'10.890'->10890
[2025-10-29 12:19:19] L660 codF:'0401070'->401070 | valor:'19.950'->19950
[2025-10-29 12:19:19] L661 codF:'0401075'->401075 | valor:'8.420'->8420
[2025-10-29 12:19:19] L662 codF:'0401010'->401010 | valor:'23.100'->23100
[2025-10-29 12:19:19] L663 codF:'0401110'->401110 | valor:'13.790'->13790
[2025-10-29 12:19:19] L664 codF:'0401130'->401130 | atencion:Normalizada | valor:'5.270'->5270
[2025-10-29 12:19:19] L665 codF:'0401011'->401011 | valor:'24.290'->24290
[2025-10-29 12:19:19] L666 codF:'0401012'->401012 | valor:'7.330'->7330
[2025-10-29 12:19:19] L667 codF:'0401071'->401071 | valor:'36.720'->36720
[2025-10-29 12:19:19] L668 codF:'0401072'->401072 | valor:'29.340'->29340
[2025-10-29 12:19:19] L669 codF:'0401013'->401013 | valor:'9.680'->9680
[2025-10-29 12:19:19] L670 codF:'0401014'->401014 | valor:'7.330'->7330
[2025-10-29 12:19:19] L671 codF:'0401015'->401015 | valor:'20.260'->20260
[2025-10-29 12:19:19] L672 codF:'0401018'->401018 | valor:'40.870'->40870
[2025-10-29 12:19:19] L673 codF:'0401019'->401019 | valor:'45.950'->45950
[2025-10-29 12:19:19] L674 codF:'0401020'->401020 | atencion:Normalizada | valor:'18.180'->18180
[2025-10-29 12:19:19] L675 codF:'0401021'->401021 | valor:'40.470'->40470
[2025-10-29 12:19:19] L676 codF:'0401022'->401022 | valor:'18.180'->18180
[2025-10-29 12:19:19] L677 codF:'0401023'->401023 | valor:'32.420'->32420
[2025-10-29 12:19:19] L678 codF:'0401024'->401024 | valor:'29.970'->29970
[2025-10-29 12:19:19] L679 codF:'0401073'->401073 | valor:'40.640'->40640
[2025-10-29 12:19:19] L680 codF:'0401074'->401074 | valor:'29.120'->29120
[2025-10-29 12:19:19] L681 codF:'0401027'->401027 | atencion:>100 -> trunc | valor:'44.090'->44090
[2025-10-29 12:19:19] L682 codF:'0401028'->401028 | valor:'9.320'->9320
[2025-10-29 12:19:19] L683 codF:'0401029'->401029 | valor:'8.120'->8120
[2025-10-29 12:19:19] L684 codF:'0401031'->401031 | atencion:>100 -> trunc | valor:'10.890'->10890
[2025-10-29 12:19:19] L685 codF:'0401032'->401032 | valor:'11.510'->11510
[2025-10-29 12:19:19] L686 codF:'0401033'->401033 | atencion:Normalizada | valor:'8.120'->8120
[2025-10-29 12:19:19] L687 codF:'0401035'->401035 | valor:'15.900'->15900
[2025-10-29 12:19:19] L688 codF:'0401040'->401040 | valor:'13.330'->13330
[2025-10-29 12:19:19] L689 codF:'0401042'->401042 | valor:'10.890'->10890
[2025-10-29 12:19:19] L690 codF:'0401043'->401043 | valor:'19.420'->19420
[2025-10-29 12:19:19] L691 codF:'0401044'->401044 | atencion:Normalizada | valor:'10.890'->10890
[2025-10-29 12:19:19] L692 codF:'0401045'->401045 | atencion:Normalizada | valor:'12.740'->12740
[2025-10-29 12:19:19] L693 codF:'0401046'->401046 | atencion:Normalizada | valor:'18.790'->18790
[2025-10-29 12:19:19] L694 codF:'0401047'->401047 | atencion:Normalizada | valor:'16.120'->16120
[2025-10-29 12:19:19] L695 codF:'0401048'->401048 | valor:'10.890'->10890
[2025-10-29 12:19:19] L696 codF:'0401049'->401049 | atencion:Normalizada | valor:'14.590'->14590
[2025-10-29 12:19:19] L697 codF:'0401051'->401051 | valor:'8.400'->8400
[2025-10-29 12:19:19] L698 codF:'0401151'->401151 | valor:'8.400'->8400
[2025-10-29 12:19:19] L699 codF:'0401052'->401052 | atencion:>100 -> trunc | valor:'8.120'->8120
[2025-10-29 12:19:19] L700 codF:'0401053'->401053 | valor:'12.120'->12120
[2025-10-29 12:19:19] L701 codF:'0401054'->401054 | atencion:Normalizada | valor:'9.680'->9680
[2025-10-29 12:19:19] L702 codF:'0401055'->401055 | valor:'11.200'->11200
[2025-10-29 12:19:19] L703 codF:'0401056'->401056 | valor:'8.120'->8120
[2025-10-29 12:19:19] L704 codF:'0401057'->401057 | valor:'8.120'->8120
[2025-10-29 12:19:19] L705 codF:'0401058'->401058 | valor:'12.120'->12120
[2025-10-29 12:19:19] L706 codF:'0401059'->401059 | valor:'11.320'->11320
[2025-10-29 12:19:19] L707 codF:'0401060'->401060 | valor:'11.320'->11320
[2025-10-29 12:19:19] L708 codF:'0401062'->401062 | atencion:>100 -> trunc | valor:'8.120'->8120
[2025-10-29 12:19:19] L709 codF:'0401063'->401063 | valor:'8.120'->8120
[2025-10-29 12:19:19] L710 codF:'0401064'->401064 | valor:'8.120'->8120
[2025-10-29 12:19:19] L711 codF:'0402001'->402001 | valor:'20.240'->20240
[2025-10-29 12:19:19] L712 codF:'0402005'->402005 | valor:'11.630'->11630
[2025-10-29 12:19:19] L713 codF:'0402008'->402008 | valor:'88.970'->88970
[2025-10-29 12:19:19] L714 codF:'0402009'->402009 | atencion:Normalizada | valor:'15.950'->15950
[2025-10-29 12:19:19] L715 codF:'0402011'->402011 | valor:'23.700'->23700
[2025-10-29 12:19:19] L716 codF:'0402012'->402012 | valor:'66.560'->66560
[2025-10-29 12:19:19] L717 codF:'0402014'->402014 | atencion:Normalizada | valor:'34.030'->34030
[2025-10-29 12:19:19] L718 codF:'0402015'->402015 | valor:'38.820'->38820
[2025-10-29 12:19:19] L719 codF:'0402019'->402019 | valor:'67.150'->67150
[2025-10-29 12:19:19] L720 codF:'0402020'->402020 | valor:'67.150'->67150
[2025-10-29 12:19:19] L721 codF:'0402024'->402024 | valor:'71.460'->71460
[2025-10-29 12:19:19] L722 codF:'0402025'->402025 | valor:'53.260'->53260
[2025-10-29 12:19:19] L723 codF:'0402027'->402027 | valor:'87.440'->87440
[2025-10-29 12:19:19] L724 codF:'0402029'->402029 | valor:'63.040'->63040
[2025-10-29 12:19:19] L725 codF:'0402031'->402031 | atencion:>100 -> trunc | valor:'25.990'->25990
[2025-10-29 12:19:19] L726 codF:'0402032'->402032 | valor:'64.120'->64120
[2025-10-29 12:19:19] L727 codF:'0402035'->402035 | valor:'45.500'->45500
[2025-10-29 12:19:19] L728 codF:'0402038'->402038 | valor:'34.250'->34250
[2025-10-29 12:19:19] L729 codF:'0402041'->402041 | valor:'45.500'->45500
[2025-10-29 12:19:19] L730 codF:'0402050'->402050 | valor:'48.160'->48160
[2025-10-29 12:19:19] L731 codF:'0403001'->403001 | valor:'68.610'->68610
[2025-10-29 12:19:19] L732 codF:'0403002'->403002 | valor:'76.590'->76590
[2025-10-29 12:19:19] L733 codF:'0403003'->403003 | valor:'63.120'->63120
[2025-10-29 12:19:19] L734 codF:'0403006'->403006 | valor:'63.120'->63120
[2025-10-29 12:19:19] L735 codF:'0403007'->403007 | valor:'76.590'->76590
[2025-10-29 12:19:19] L736 codF:'0403008'->403008 | valor:'83.740'->83740
[2025-10-29 12:19:19] L737 codF:'0403018'->403018 | valor:'76.440'->76440
[2025-10-29 12:19:19] L738 codF:'0403019'->403019 | valor:'76.440'->76440
[2025-10-29 12:19:19] L739 codF:'0403012'->403012 | valor:'63.120'->63120
[2025-10-29 12:19:19] L740 codF:'0403013'->403013 | atencion:>100 -> trunc | valor:'98.850'->98850
[2025-10-29 12:19:19] L741 codF:'0403014'->403014 | atencion:>100 -> trunc | valor:'58.870'->58870
[2025-10-29 12:19:19] L742 codF:'0403016'->403016 | atencion:>100 -> trunc | valor:'58.870'->58870
[2025-10-29 12:19:19] L743 codF:'0403020'->403020 | valor:'100.080'->100080
[2025-10-29 12:19:19] L744 codF:'0403021'->403021 | valor:'23.250'->23250
[2025-10-29 12:19:19] L745 codF:'0403022'->403022 | valor:'58.130'->58130
[2025-10-29 12:19:19] L746 codF:'0403023'->403023 | valor:'44.350'->44350
[2025-10-29 12:19:19] L747 codF:'0403024'->403024 | valor:'62.960'->62960
[2025-10-29 12:19:19] L748 codF:'0403025'->403025 | valor:'26.900'->26900
[2025-10-29 12:19:19] L749 codF:'0403104'->403104 | valor:'56.270'->56270
[2025-10-29 12:19:19] L750 codF:'0403105'->403105 | valor:'45.920'->45920
[2025-10-29 12:19:19] L751 codF:'0403106'->403106 | valor:'50.520'->50520
[2025-10-29 12:19:19] L752 codF:'0403017'->403017 | atencion:>100 -> trunc | valor:'53.410'->53410
[2025-10-29 12:19:19] L753 codF:'0403101'->403101 | atencion:Normalizada | valor:'83.220'->83220
[2025-10-29 12:19:19] L754 codF:'0403102'->403102 | valor:'118.400'->118400
[2025-10-29 12:19:19] L755 codF:'0403103'->403103 | valor:'112.690'->112690
[2025-10-29 12:19:19] L756 codF:'0403107'->403107 | valor:'84.840'->84840
[2025-10-29 12:19:19] L757 codF:'0403108'->403108 | valor:'85.560'->85560
[2025-10-29 12:19:19] L758 codF:'0403026'->403026 | valor:'75.640'->75640
[2025-10-29 12:19:19] L759 codF:'0404002'->404002 | valor:'7.430'->7430
[2025-10-29 12:19:19] L760 codF:'0404003'->404003 | atencion:>100 -> trunc | valor:'27.220'->27220
[2025-10-29 12:19:19] L761 codF:'0404004'->404004 | valor:'16.830'->16830
[2025-10-29 12:19:19] L762 codF:'0404005'->404005 | valor:'15.140'->15140
[2025-10-29 12:19:19] L763 codF:'0404006'->404006 | valor:'14.420'->14420
[2025-10-29 12:19:19] L764 codF:'0404007'->404007 | valor:'21.040'->21040
[2025-10-29 12:19:19] L765 codF:'0404008'->404008 | valor:'21.040'->21040
[2025-10-29 12:19:19] L766 codF:'0404009'->404009 | valor:'15.140'->15140
[2025-10-29 12:19:19] L767 codF:'0404010'->404010 | valor:'18.930'->18930
[2025-10-29 12:19:19] L768 codF:'0404011'->404011 | valor:'18.930'->18930
[2025-10-29 12:19:19] L769 codF:'0404012'->404012 | valor:'18.930'->18930
[2025-10-29 12:19:19] L770 codF:'0404013'->404013 | valor:'18.930'->18930
[2025-10-29 12:19:19] L771 codF:'0404014'->404014 | valor:'18.930'->18930
[2025-10-29 12:19:19] L772 codF:'0404015'->404015 | valor:'18.930'->18930
[2025-10-29 12:19:19] L773 codF:'0404016'->404016 | valor:'18.930'->18930
[2025-10-29 12:19:19] L774 codF:'0404017'->404017 | valor:'18.680'->18680
[2025-10-29 12:19:19] L775 codF:'0404019'->404019 | valor:'23.300'->23300
[2025-10-29 12:19:19] L776 codF:'0404118'->404118 | valor:'64.670'->64670
[2025-10-29 12:19:19] L777 codF:'0404119'->404119 | valor:'64.670'->64670
[2025-10-29 12:19:19] L778 codF:'0404120'->404120 | valor:'64.670'->64670
[2025-10-29 12:19:19] L779 codF:'0404121'->404121 | valor:'64.670'->64670
[2025-10-29 12:19:19] L780 codF:'0404122'->404122 | valor:'64.670'->64670
[2025-10-29 12:19:19] L781 codF:'0404218'->404218 | valor:'26.440'->26440
[2025-10-29 12:19:19] L782 codF:'0405001'->405001 | valor:'209.340'->209340
[2025-10-29 12:19:19] L783 codF:'0405002'->405002 | valor:'209.340'->209340
[2025-10-29 12:19:19] L784 codF:'0405003'->405003 | atencion:Normalizada | valor:'198.550'->198550
[2025-10-29 12:19:19] L785 codF:'0405004'->405004 | valor:'198.550'->198550
[2025-10-29 12:19:19] L786 codF:'0405005'->405005 | atencion:Normalizada | valor:'209.340'->209340
[2025-10-29 12:19:19] L787 codF:'0405006'->405006 | valor:'209.340'->209340
[2025-10-29 12:19:19] L788 codF:'0405007'->405007 | valor:'209.340'->209340
[2025-10-29 12:19:19] L789 codF:'0405017'->405017 | valor:'209.340'->209340
[2025-10-29 12:19:19] L790 codF:'0405018'->405018 | valor:'209.340'->209340
[2025-10-29 12:19:19] L791 codF:'0405019'->405019 | valor:'209.340'->209340
[2025-10-29 12:19:19] L792 codF:'0405020'->405020 | valor:'209.340'->209340
[2025-10-29 12:19:19] L793 codF:'0405021'->405021 | valor:'209.340'->209340
[2025-10-29 12:19:19] L794 codF:'0405022'->405022 | atencion:Normalizada | valor:'209.340'->209340
[2025-10-29 12:19:19] L795 codF:'0405023'->405023 | atencion:Normalizada | valor:'209.340'->209340
[2025-10-29 12:19:19] L796 codF:'0405009'->405009 | atencion:>100 -> trunc | valor:'209.340'->209340
[2025-10-29 12:19:19] L797 codF:'0405010'->405010 | valor:'209.340'->209340
[2025-10-29 12:19:19] L798 codF:'0405011'->405011 | atencion:>100 -> trunc | valor:'209.340'->209340
[2025-10-29 12:19:19] L799 codF:'0405012'->405012 | valor:'314.000'->314000
[2025-10-29 12:19:19] L800 codF:'0405098'->405098 | valor:'140.240'->140240
[2025-10-29 12:19:19] L801 codF:'0405013'->405013 | valor:'171.650'->171650
[2025-10-29 12:19:19] L802 codF:'0405024'->405024 | valor:'171.650'->171650
[2025-10-29 12:19:19] L803 codF:'0405025'->405025 | valor:'171.650'->171650
[2025-10-29 12:19:19] L804 codF:'0405026'->405026 | valor:'171.650'->171650
[2025-10-29 12:19:19] L805 codF:'0405027'->405027 | valor:'171.650'->171650
[2025-10-29 12:19:19] L806 codF:'0405028'->405028 | valor:'171.650'->171650
[2025-10-29 12:19:19] L807 codF:'0405029'->405029 | valor:'171.650'->171650
[2025-10-29 12:19:19] L808 codF:'0405030'->405030 | valor:'171.650'->171650
[2025-10-29 12:19:19] L809 codF:'0405031'->405031 | valor:'171.650'->171650
[2025-10-29 12:19:19] L810 codF:'0405032'->405032 | valor:'209.340'->209340
[2025-10-29 12:19:19] L811 codF:'0405016'->405016 | valor:'376.790'->376790
[2025-10-29 12:19:19] L812 codF:'0405033'->405033 | valor:'81.820'->81820
[2025-10-29 12:19:19] L813 codF:'0405034'->405034 | valor:'204.730'->204730
[2025-10-29 12:19:19] L814 codF:'0405035'->405035 | valor:'204.730'->204730
[2025-10-29 12:19:19] L815 codF:'0405036'->405036 | valor:'204.730'->204730
[2025-10-29 12:19:19] L816 codF:'0405037'->405037 | valor:'204.730'->204730
[2025-10-29 12:19:19] L817 codF:'0405038'->405038 | valor:'204.730'->204730
[2025-10-29 12:19:19] L818 codF:'0405039'->405039 | valor:'204.730'->204730
[2025-10-29 12:19:19] L819 codF:'0405040'->405040 | valor:'204.730'->204730
[2025-10-29 12:19:19] L820 codF:'0405041'->405041 | valor:'204.730'->204730
[2025-10-29 12:19:19] L821 codF:'0405042'->405042 | valor:'171.650'->171650
[2025-10-29 12:19:19] L822 codF:'0501100'->501100 | valor:'25.170'->25170
[2025-10-29 12:19:19] L823 codF:'0501101'->501101 | valor:'25.170'->25170
[2025-10-29 12:19:19] L824 codF:'0501102'->501102 | atencion:Normalizada | valor:'37.790'->37790
[2025-10-29 12:19:19] L825 codF:'0501140'->501140 | valor:'110.920'->110920
[2025-10-29 12:19:19] L826 codF:'0501141'->501141 | valor:'133.320'->133320
[2025-10-29 12:19:19] L827 codF:'0501136'->501136 | valor:'68.050'->68050
[2025-10-29 12:19:19] L828 codF:'0501137'->501137 | valor:'68.050'->68050
[2025-10-29 12:19:19] L829 codF:'0501104'->501104 | valor:'100.820'->100820
[2025-10-29 12:19:19] L830 codF:'0501142'->501142 | valor:'165.410'->165410
[2025-10-29 12:19:19] L831 codF:'0501143'->501143 | valor:'187.800'->187800
[2025-10-29 12:19:19] L832 codF:'0501144'->501144 | valor:'110.920'->110920
[2025-10-29 12:19:19] L833 codF:'0501105'->501105 | valor:'183.210'->183210
[2025-10-29 12:19:19] L834 codF:'0501106'->501106 | valor:'56.700'->56700
[2025-10-29 12:19:19] L835 codF:'0501107'->501107 | valor:'25.170'->25170
[2025-10-29 12:19:19] L836 codF:'0501108'->501108 | valor:'75.600'->75600
[2025-10-29 12:19:19] L837 codF:'0501109'->501109 | valor:'75.600'->75600
[2025-10-29 12:19:19] L838 codF:'0501145'->501145 | valor:'110.920'->110920
[2025-10-29 12:19:19] L839 codF:'0501146'->501146 | valor:'133.320'->133320
[2025-10-29 12:19:19] L840 codF:'0501138'->501138 | valor:'37.790'->37790
[2025-10-29 12:19:19] L841 codF:'0501139'->501139 | valor:'37.790'->37790
[2025-10-29 12:19:19] L842 codF:'0501111'->501111 | valor:'56.700'->56700
[2025-10-29 12:19:19] L843 codF:'0501112'->501112 | valor:'100.820'->100820
[2025-10-29 12:19:19] L844 codF:'0501113'->501113 | valor:'113.410'->113410
[2025-10-29 12:19:19] L845 codF:'0501114'->501114 | valor:'126.010'->126010
[2025-10-29 12:19:19] L846 codF:'0501115'->501115 | valor:'37.790'->37790
[2025-10-29 12:19:19] L847 codF:'0501116'->501116 | valor:'113.410'->113410
[2025-10-29 12:19:19] L848 codF:'0501117'->501117 | valor:'37.790'->37790
[2025-10-29 12:19:19] L849 codF:'0501118'->501118 | valor:'56.700'->56700
[2025-10-29 12:19:19] L850 codF:'0501119'->501119 | valor:'98.290'->98290
[2025-10-29 12:19:19] L851 codF:'0501120'->501120 | valor:'37.790'->37790
[2025-10-29 12:19:19] L852 codF:'0501121'->501121 | valor:'37.790'->37790
[2025-10-29 12:19:19] L853 codF:'0501122'->501122 | valor:'37.790'->37790
[2025-10-29 12:19:19] L854 codF:'0501123'->501123 | valor:'37.790'->37790
[2025-10-29 12:19:19] L855 codF:'0501124'->501124 | valor:'75.600'->75600
[2025-10-29 12:19:19] L856 codF:'0501125'->501125 | atencion:>100 -> trunc | valor:'75.600'->75600
[2025-10-29 12:19:19] L857 codF:'0501126'->501126 | atencion:>100 -> trunc | valor:'75.600'->75600
[2025-10-29 12:19:19] L858 codF:'0501127'->501127 | atencion:>100 -> trunc | valor:'75.600'->75600
[2025-10-29 12:19:19] L859 codF:'0501128'->501128 | valor:'75.600'->75600
[2025-10-29 12:19:19] L860 codF:'0501129'->501129 | valor:'188.970'->188970
[2025-10-29 12:19:19] L861 codF:'0501130'->501130 | valor:'113.410'->113410
[2025-10-29 12:19:19] L862 codF:'0501131'->501131 | valor:'50.390'->50390
[2025-10-29 12:19:19] L863 codF:'0501132'->501132 | atencion:>100 -> trunc | valor:'151.190'->151190
[2025-10-29 12:19:19] L864 codF:'0501133'->501133 | valor:'56.700'->56700
[2025-10-29 12:19:19] L865 codF:'0501134'->501134 | valor:'38.270'->38270
[2025-10-29 12:19:19] L866 codF:'0501135'->501135 | valor:'706.080'->706080
[2025-10-29 12:19:19] L867 codF:'0502001'->502001 | valor:'88.190'->88190
[2025-10-29 12:19:19] L868 codF:'0502002'->502002 | valor:'170.100'->170100
[2025-10-29 12:19:19] L869 codF:'0502003'->502003 | valor:'302.440'->302440
[2025-10-29 12:19:19] L870 codF:'0502004'->502004 | valor:'434.660'->434660
[2025-10-29 12:19:19] L871 codF:'0502005'->502005 | valor:'37.790'->37790
[2025-10-29 12:19:19] L872 codF:'0601101'->601101 | valor:'3.640'->3640 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L873 codF:'0601103'->601103 | valor:'12.270'->12270 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L874 codF:'0601104'->601104 | valor:'23.160'->23160 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L875 codF:'0601105'->601105 | valor:'11.210'->11210 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L876 codF:'0601106'->601106 | valor:'14.070'->14070 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L877 codF:'0602001'->602001 | valor:'9.900'->9900 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L878 codF:'0602002'->602002 | valor:'9.110'->9110 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L879 codF:'0602003'->602003 | atencion:>100 -> trunc | valor:'4.630'->4630 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L880 codF:'0608101'->608101 | valor:'3.080'->3080 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L881 codF:'0608102'->608102 | valor:'9.520'->9520 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L882 codF:'0608201'->608201 | valor:'8.420'->8420 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L883 codF:'0608202'->608202 | valor:'7.740'->7740 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L884 codF:'0608203'->608203 | atencion:>100 -> trunc | valor:'3.940'->3940 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L885 codF:'0702101'->702101 | valor:'31.960'->31960 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L886 codF:'0702102'->702102 | valor:'6.150'->6150 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L887 codF:'0702103'->702103 | valor:'5.770'->5770 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L888 codF:'0702104'->702104 | valor:'369.060'->369060 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L889 codF:'0702105'->702105 | valor:'369.060'->369060 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L890 codF:'0702106'->702106 | valor:'369.060'->369060 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L891 codF:'0702107'->702107 | valor:'369.060'->369060 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L892 codF:'0702108'->702108 | atencion:>100 -> trunc | valor:'820.060'->820060 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L893 codF:'0702109'->702109 | valor:'3.890'->3890 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L894 codF:'0702110'->702110 | valor:'42.580'->42580 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L895 codF:'0702201'->702201 | atencion:>100 -> trunc | valor:'32.560'->32560 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L896 codF:'0702202'->702202 | atencion:>100 -> trunc | valor:'16.420'->16420 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L897 codF:'0702203'->702203 | valor:'3.530'->3530 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L898 codF:'0702204'->702204 | valor:'15.850'->15850 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L899 codF:'0702205'->702205 | valor:'31.820'->31820 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L900 codF:'0702206'->702206 | valor:'102.220'->102220 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L901 codF:'0702207'->702207 | valor:'4.040'->4040 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L902 codF:'0702208'->702208 | atencion:>100 -> trunc | valor:'4.310'->4310 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L903 codF:'0702209'->702209 | valor:'4.310'->4310 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L904 codF:'0702301'->702301 | atencion:>100 -> trunc | valor:'11.230'->11230 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L905 codF:'0702302'->702302 | atencion:>100 -> trunc | valor:'13.070'->13070 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L906 codF:'0702303'->702303 | atencion:>100 -> trunc | valor:'19.240'->19240 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L907 codF:'0702304'->702304 | valor:'9.880'->9880 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L908 codF:'0702305'->702305 | valor:'379.730'->379730 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L909 codF:'0702306'->702306 | valor:'379.730'->379730 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L910 codF:'0702307'->702307 | valor:'379.730'->379730 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L911 codF:'0702308'->702308 | valor:'379.730'->379730 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L912 codF:'0702309'->702309 | valor:'1.556.470'->1556470 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L913 codF:'0704017'->704017 | valor:'90.310'->90310 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L914 codF:'0704018'->704018 | valor:'184.520'->184520 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L915 codF:'0704019'->704019 | valor:'305.100'->305100 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L916 codF:'0704020'->704020 | valor:'131.870'->131870 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L917 codF:'0704021'->704021 | valor:'70.310'->70310 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L918 codF:'0704022'->704022 | valor:'35.170'->35170 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L919 codF:'0704023'->704023 | valor:'5.860'->5860 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L920 codF:'0704024'->704024 | valor:'40.400'->40400 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L921 codF:'0704025'->704025 | valor:'232.500'->232500 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L922 codF:'0704026'->704026 | valor:'68.930'->68930 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L923 codF:'0704028'->704028 | valor:'293.290'->293290 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L924 codF:'0704029'->704029 | valor:'657.360'->657360 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L925 codF:'0704030'->704030 | valor:'746.740'->746740 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L926 codF:'0704031'->704031 | valor:'110.630'->110630 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L927 codF:'0704032'->704032 | valor:'734.720'->734720 | grupo:>30 -> trunc
[2025-10-29 12:19:19] L928 codF:'0801001'->801001 | valor:'6.980'->6980
[2025-10-29 12:19:19] L929 codF:'0801002'->801002 | valor:'10.370'->10370
[2025-10-29 12:19:19] L930 codF:'0801003'->801003 | valor:'32.610'->32610
[2025-10-29 12:19:19] L931 codF:'0801004'->801004 | atencion:>100 -> trunc | valor:'28.270'->28270
[2025-10-29 12:19:19] L932 codF:'0801005'->801005 | valor:'21.250'->21250
[2025-10-29 12:19:19] L933 codF:'0801006'->801006 | atencion:>100 -> trunc | valor:'28.270'->28270
[2025-10-29 12:19:19] L934 codF:'0801007'->801007 | atencion:>100 -> trunc | valor:'28.270'->28270
[2025-10-29 12:19:19] L935 codF:'0801008'->801008 | valor:'14.240'->14240
[2025-10-29 12:19:19] L936 codF:'0801009'->801009 | valor:'77.730'->77730
[2025-10-29 12:19:19] L937 codF:'0801010'->801010 | valor:'62.130'->62130
[2025-10-29 12:19:19] L938 codF:'0801011'->801011 | atencion:>100 -> trunc | valor:'478.180'->478180
[2025-10-29 12:19:19] L939 codF:'0801012'->801012 | valor:'175.020'->175020
[2025-10-29 12:19:19] L940 codF:'0801013'->801013 | valor:'210.000'->210000
[2025-10-29 12:19:19] L941 codF:'0801014'->801014 | atencion:>100 -> trunc | valor:'43.060'->43060
[2025-10-29 12:19:19] L942 codF:'0903001'->903001 | valor:'10.090'->10090
[2025-10-29 12:19:19] L943 codF:'0903002'->903002 | valor:'3.960'->3960
[2025-10-29 12:19:19] L944 codF:'0903003'->903003 | valor:'3.960'->3960
[2025-10-29 12:19:19] L945 codF:'0903004'->903004 | valor:'15.720'->15720
[2025-10-29 12:19:19] L946 codF:'0903005'->903005 | valor:'18.410'->18410
[2025-10-29 12:19:19] L947 codF:'0903006'->903006 | valor:'41.790'->41790
[2025-10-29 12:19:19] L948 codF:'0903007'->903007 | valor:'248.010'->248010
